Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
335,Filip BradariÄ,hr CRO,MF,Cagliari,it Serie A,26,1992,27,17,1494,16.6,0,2,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.8,1.2,0.02,0.05,0.07,0.02,0.07,Matches,15,0,0.0,0.90,0.00,0.00,,25.2,0,0.03,-0.4,-0.4,883,1042,84.7,16188,4828,402,447,89.9,345,395,87.3,120,164,73.2,+1.2,10,82,24,2,94,1001,41,1,137,29,7,2,1,1,0,765,118,159,157,818,50,1,2,7,14,18,17,22,1.33,19,1,0,0,0,1,0.06,1,0,0,0,0,0,33,24,15,17,1,9,32.1,19,57,23.8,108,101,31,0,27,55,51,0,1208,67,11,50.0,3,0,797,1,4,13,858,824,96.0,26,55,43.7,79,8,10,14,8,1.15,14,23,-9,-0.54,-0.12,17.6,25.6,-8.0,-0.48,+0.05,0,27,0,2,1,192,19,11,63.3,Big-5-European-Leagues,Big5,2018-2019
336,Robbie Brady,ie IRL,"MF,FW",Burnley,eng Premier League,26,1992,16,6,720,8.0,0,1,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12,0.7,0.7,1.2,1.9,0.08,0.15,0.23,0.08,0.23,Matches,12,2,16.7,1.50,0.25,0.00,0.00,21.2,2,0.06,-0.7,-0.7,160,285,56.1,3018,1117,75,97,77.3,56,90,62.2,24,80,30.0,-0.2,13,16,10,5,20,243,42,2,65,25,26,20,3,2,3,141,43,101,213,46,9,7,1,5,15,12,13,24,3.00,13,6,1,2,2,1,0.12,0,1,0,0,0,0,15,10,5,4,6,3,27.3,8,38,20.8,66,77,40,0,18,25,14,1,380,20,15,58.3,7,0,226,4,11,10,252,203,80.6,35,45,21.1,85,2,10,21,5,0.69,8,16,-8,-1.00,-0.50,10.7,14.1,-3.5,-0.43,+0.20,0,12,0,0,0,69,9,7,56.3,Big-5-European-Leagues,Big5,2018-2019
337,Martin Braithwaite,dk DEN,FW,LeganÃ©s,es La Liga,27,1991,19,16,1402,15.6,4,5,4,0,0,5,0,0.26,0.32,0.58,0.26,0.58,3.6,3.6,1.9,5.5,0.23,0.12,0.35,0.23,0.35,Matches,29,10,34.5,1.86,0.64,0.14,0.40,11.7,0,0.13,+0.4,+0.4,184,249,73.9,2473,381,119,150,79.3,53,71,74.6,7,13,53.8,+3.1,14,11,4,0,9,243,6,3,69,1,7,0,0,0,0,152,67,30,22,179,27,0,7,1,7,7,7,23,1.48,18,0,2,2,0,6,0.39,4,0,0,1,1,0,7,5,1,3,3,0,0.0,9,69,25.2,7,124,143,0,7,8,3,0,423,6,63,48.6,24,1,291,9,50,28,664,313,47.1,128,74,41.0,83,8,3,26,0,1.21,18,19,-1,-0.06,+0.16,14.1,15.2,-1.1,-0.07,0.00,0,24,1,0,0,67,30,41,42.3,Big-5-European-Leagues,Big5,2018-2019
338,Julian Brandt,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,33,30,2666,29.6,7,11,7,0,0,0,0,0.24,0.37,0.61,0.24,0.61,7.9,7.9,9.0,16.9,0.27,0.31,0.57,0.27,0.57,Matches,66,25,37.9,2.23,0.84,0.11,0.28,17.7,3,0.12,-0.9,-0.9,1453,1876,77.5,25039,7248,740,859,86.1,505,609,82.9,175,323,54.2,+2.0,83,117,63,8,191,1705,171,15,337,69,61,95,15,9,3,1366,233,277,313,1469,46,19,15,5,25,61,53,151,5.10,105,24,12,3,0,33,1.11,23,5,2,2,1,0,21,15,8,10,3,3,6.4,44,140,29.4,133,257,86,0,32,38,8,0,2230,14,141,62.5,74,4,1683,36,69,54,2056,1701,82.7,306,81,87.1,85,20,3,35,1,1.67,64,46,+18,+0.61,+0.84,55.9,38.1,+17.8,+0.60,+0.46,0,13,0,0,0,231,19,27,41.3,Big-5-European-Leagues,Big5,2018-2019
339,Darko BraÅ¡anac,rs SRB,MF,AlavÃ©s,es La Liga,26,1992,24,17,1580,17.6,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,0.4,0.9,0.03,0.02,0.05,0.03,0.05,Matches,8,1,12.5,0.46,0.06,0.00,0.00,15.0,0,0.06,-0.5,-0.5,494,617,80.1,8965,2371,202,239,84.5,227,266,85.3,56,87,64.4,+0.6,9,44,5,1,44,598,19,0,99,8,9,3,1,0,0,411,89,117,97,423,69,4,3,0,12,13,16,24,1.37,18,2,1,2,0,1,0.06,1,0,0,0,0,0,32,19,13,15,4,12,35.3,22,76,23.8,83,185,52,0,19,45,25,0,777,39,22,65.0,14,0,479,2,14,16,534,425,79.6,46,66,46.2,84,10,7,23,7,1.42,18,22,-4,-0.23,+0.11,17.0,22.5,-5.5,-0.31,+0.09,0,34,0,0,0,213,25,23,52.1,Big-5-European-Leagues,Big5,2018-2019
340,Pedro BrazÃ£o,pt POR,FW,Nice,fr Ligue 1,15,2002,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,5,100.0,79,7,3,3,100.0,2,2,100.0,0,0,,0.0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,0,0,0,0,1,6.43,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,50.0,0,5,1,0,0,0,0,0,5,0,1,100.0,1,1,5,1,0,0,5,4,80.0,1,14,0.4,,0,1,13,0,0.00,0,0,0,0.00,+0.13,0.2,0.0,+0.2,+1.47,+1.60,0,0,0,0,0,1,0,0,,Big-5-European-Leagues,Big5,2018-2019
341,Fabian Bredlow,de GER,GK,NÃ¼rnberg,de Bundesliga,23,1995,13,12,1128,12.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,328,465,70.5,9330,5752,68,68,100.0,163,163,100.0,97,234,41.5,0.0,0,10,1,0,1,325,140,0,36,13,0,0,0,0,0,261,15,189,258,151,1,0,43,2,13,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,,0,0,0,0,0,0,0,0,499,410,0,,0,0,275,0,0,0,225,225,100.0,0,87,36.9,90,12,1,47,19,0.64,10,30,-20,-1.60,-0.57,11.4,17.3,-5.9,-0.47,+0.31,0,0,0,0,0,79,0,0,,Big-5-European-Leagues,Big5,2018-2019
342,Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,de Bundesliga,20,1998,25,15,1415,15.7,3,3,3,0,0,2,0,0.19,0.19,0.38,0.19,0.38,2.2,2.2,1.6,3.8,0.14,0.10,0.24,0.14,0.24,Matches,26,13,50.0,1.65,0.83,0.12,0.23,19.5,0,0.09,+0.8,+0.8,421,604,69.7,8854,2814,150,199,75.4,183,244,75.0,87,134,64.9,+1.4,21,50,25,3,83,536,68,3,118,33,24,37,0,5,0,427,75,102,72,495,15,17,0,3,10,23,32,55,3.50,34,11,6,2,1,7,0.45,6,0,1,0,0,0,14,12,4,7,3,5,17.2,24,73,20.5,90,177,89,0,14,25,9,0,791,12,39,55.1,43,2,636,11,32,35,742,566,76.3,117,57,46.2,79,6,10,22,7,1.52,25,28,-3,-0.19,-1.01,19.6,22.8,-3.3,-0.21,-0.38,0,17,0,0,0,95,5,11,31.3,Big-5-European-Leagues,Big5,2018-2019
343,Gleison Bremer,br BRA,DF,Torino,it Serie A,21,1997,5,2,183,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches,1,0,0.0,0.49,0.00,0.00,,8.6,0,0.02,0.0,0.0,85,103,82.5,1934,529,29,34,85.3,34,40,85.0,21,28,75.0,0.0,1,5,0,0,3,101,2,0,13,10,0,0,0,0,0,74,15,14,22,70,8,0,1,0,3,0,2,1,0.49,1,0,0,0,0,0,0.00,0,0,0,0,0,0,5,3,2,3,0,1,50.0,1,6,23.1,19,5,2,0,4,10,9,0,125,12,2,100.0,1,0,80,0,0,1,76,74,97.4,3,37,5.4,86,1,3,4,33,2.00,3,3,0,0.00,-0.42,2.4,2.6,-0.3,-0.14,-0.18,0,3,0,0,0,25,6,9,40.0,Big-5-European-Leagues,Big5,2018-2019
344,Joshua Brenet,nl NED,"DF,MF",Hoffenheim,de Bundesliga,24,1994,14,10,906,10.1,2,1,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30,1.7,1.7,1.5,3.2,0.17,0.15,0.32,0.17,0.32,Matches,10,7,70.0,0.99,0.70,0.20,0.29,14.4,0,0.17,+0.3,+0.3,417,522,79.9,6704,2612,229,255,89.8,149,176,84.7,33,70,47.1,-0.5,9,25,17,7,44,436,86,0,90,9,43,0,0,0,0,312,109,101,96,324,16,82,1,1,6,9,18,28,2.78,24,1,0,1,0,2,0.20,2,0,0,0,0,0,20,12,12,7,1,11,55.0,9,58,37.4,77,52,26,0,14,30,24,0,644,30,40,57.6,25,0,444,8,20,10,461,395,85.7,63,65,29.6,86,7,4,12,16,1.71,23,14,+9,+0.89,+0.52,22.6,13.8,+8.8,+0.88,+0.36,0,20,0,0,0,90,6,11,35.3,Big-5-European-Leagues,Big5,2018-2019
345,Rajko BreÅ¾anÄiÄ,rs SRB,DF,Huesca,es La Liga,28,1989,1,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,15,24,62.5,292,109,8,11,72.7,5,7,71.4,2,5,40.0,0.0,0,2,0,0,2,16,8,0,1,2,1,0,0,0,0,9,8,7,14,1,3,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,66.7,2,0,1,0,0,0,1,0,27,2,0,,0,0,10,0,1,0,12,11,91.7,2,67,2.0,,0,1,66,6,0.00,1,2,-1,-1.34,-0.78,0.7,0.8,-0.1,-0.11,+0.19,0,0,0,0,0,6,0,0,,Big-5-European-Leagues,Big5,2018-2019
346,Anthony BrianÃ§on,fr FRA,DF,NÃ®mes,fr Ligue 1,23,1994,33,33,2924,32.5,2,2,2,0,0,9,1,0.06,0.06,0.12,0.06,0.12,2.7,2.7,0.6,3.3,0.08,0.02,0.10,0.08,0.10,Matches,23,8,34.8,0.71,0.25,0.09,0.25,11.8,0,0.12,-0.7,-0.7,1042,1263,82.5,25049,9397,240,264,90.9,532,586,90.8,260,391,66.5,+1.4,6,75,4,1,67,1175,88,1,127,70,2,0,0,0,0,856,111,296,72,1070,95,2,5,1,29,10,13,13,0.40,10,1,0,0,0,2,0.06,2,0,0,0,0,0,53,26,38,15,0,18,36.0,32,79,38.0,147,58,3,2,25,100,203,6,1656,235,26,80.0,4,0,884,0,4,1,866,852,98.4,17,89,85.5,89,32,0,,0,1.39,48,48,0,0.00,+0.18,41.7,48.4,-6.6,-0.20,+0.03,0,34,0,3,0,330,56,39,58.9,Big-5-European-Leagues,Big5,2018-2019
347,Jimmy Briand,fr FRA,FW,Bordeaux,fr Ligue 1,32,1985,35,28,2495,27.7,7,3,6,1,1,1,0,0.25,0.11,0.36,0.22,0.32,7.5,6.7,2.6,9.3,0.27,0.09,0.36,0.24,0.34,Matches,51,18,35.3,1.84,0.65,0.12,0.33,13.5,0,0.14,-0.5,-0.7,521,713,73.1,7233,1548,313,388,80.7,149,210,71.0,28,55,50.9,+0.4,35,29,17,0,48,648,65,8,157,7,12,1,0,0,0,517,133,63,96,542,34,6,19,2,12,28,31,61,2.20,49,0,3,3,2,6,0.22,6,0,0,0,0,0,15,11,4,10,1,3,12.0,22,111,20.4,41,301,203,0,16,21,29,0,1017,35,93,63.6,23,7,719,6,71,49,1307,746,57.1,249,71,73.0,83,18,7,26,1,1.06,25,34,-9,-0.32,-0.42,29.6,39.5,-9.9,-0.36,-0.07,0,37,0,0,0,110,31,76,29.0,Big-5-European-Leagues,Big5,2018-2019
348,NicolÃ² Brighenti,it ITA,DF,Frosinone,it Serie A,28,1989,11,11,990,11.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.5,0.02,0.02,0.05,0.02,0.05,Matches,4,0,0.0,0.36,0.00,0.00,,13.0,0,0.07,-0.3,-0.3,440,556,79.1,8800,3757,147,170,86.5,232,265,87.5,58,110,52.7,-0.3,3,46,2,0,62,495,61,0,74,12,4,0,0,0,0,355,72,129,87,394,25,39,3,0,15,9,12,12,1.09,8,2,1,0,1,0,0.00,0,0,0,0,0,0,27,17,14,10,3,10,50.0,10,48,35.0,79,44,14,0,10,58,43,1,683,47,7,40.0,2,0,414,0,5,1,397,391,98.5,4,90,28.9,90,11,0,,24,0.55,6,23,-17,-1.55,-0.69,12.6,17.4,-4.9,-0.44,+0.31,0,16,0,0,0,108,14,14,50.0,Big-5-European-Leagues,Big5,2018-2019
349,Matteo Brighi,it ITA,MF,Empoli,it Serie A,37,1981,10,1,231,2.6,1,0,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,0.6,0.6,0.1,0.8,0.25,0.06,0.31,0.25,0.31,Matches,1,1,100.0,0.39,0.39,1.00,1.00,6.0,0,0.63,+0.4,+0.4,72,91,79.1,1166,336,33,39,84.6,34,38,89.5,4,8,50.0,-0.1,1,7,2,0,10,86,5,0,14,1,0,0,0,0,0,54,24,13,4,73,8,1,2,0,2,1,4,4,1.56,3,0,0,1,0,0,0.00,0,0,0,0,0,0,10,6,3,7,0,1,12.5,7,27,29.7,31,38,22,0,6,15,3,0,124,4,3,33.3,1,0,75,0,3,3,81,62,76.5,8,23,6.8,65,0,9,18,28,1.70,5,4,+1,+0.39,+0.95,5.2,3.5,+1.7,+0.66,+0.96,0,6,0,0,0,32,3,3,50.0,Big-5-European-Leagues,Big5,2018-2019
350,Enrico Brignola,it ITA,FW,Sassuolo,it Serie A,19,1999,7,2,175,1.9,1,0,1,0,0,2,0,0.51,0.00,0.51,0.51,0.51,0.4,0.4,0.1,0.5,0.21,0.03,0.24,0.21,0.24,Matches,6,2,33.3,3.09,1.03,0.17,0.50,18.2,0,0.07,+0.6,+0.6,59,73,80.8,1062,295,28,32,87.5,21,27,77.8,9,11,81.8,-0.1,1,3,1,0,8,70,3,0,19,3,1,2,0,0,0,48,16,9,67,4,0,1,1,0,0,5,3,4,2.06,3,1,0,0,0,2,1.03,1,1,0,0,0,0,3,1,3,0,0,0,0.0,2,11,21.6,17,23,11,0,2,4,2,0,97,0,7,66.7,2,0,72,2,3,5,88,72,81.8,14,25,5.1,56,0,5,13,24,1.57,3,5,-2,-1.03,-0.89,3.5,3.9,-0.4,-0.21,+0.08,0,6,0,0,0,13,1,3,25.0,Big-5-European-Leagues,Big5,2018-2019
351,Miguel Britos,uy URU,DF,Watford,eng Premier League,33,1985,3,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,48,56,85.7,1051,428,17,18,94.4,21,25,84.0,9,12,75.0,0.0,0,3,0,0,5,55,1,0,5,2,1,0,0,0,0,35,7,14,37,13,4,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,1,4,0,0,2,50.0,2,4,18.2,19,3,0,0,1,6,15,0,81,15,0,0.0,0,0,39,0,1,0,36,36,100.0,0,62,5.4,86,1,1,13,9,0.33,2,5,-3,-1.46,-1.35,1.8,4.1,-2.3,-1.14,-1.03,0,3,0,0,0,21,3,0,100.0,Big-5-European-Leagues,Big5,2018-2019
352,David Brooks,wls WAL,"MF,FW",Bournemouth,eng Premier League,21,1997,30,29,2261,25.1,7,5,7,0,0,3,0,0.28,0.20,0.48,0.28,0.48,6.2,6.2,4.0,10.2,0.25,0.16,0.41,0.25,0.41,Matches,40,20,50.0,1.59,0.80,0.18,0.35,14.9,0,0.16,+0.8,+0.8,656,888,73.9,10599,3424,354,437,81.0,228,289,78.9,52,99,52.5,+1.0,29,52,38,4,96,826,62,8,163,17,22,19,3,1,1,648,132,108,685,167,18,8,2,4,25,35,52,64,2.55,44,4,2,8,2,12,0.48,7,0,2,1,2,0,40,26,16,19,5,14,28.6,35,128,22.1,171,292,116,1,35,62,25,0,1258,26,98,54.1,47,3,927,23,63,57,1075,882,82.0,159,75,66.1,77,10,1,18,3,1.37,40,41,-1,-0.04,+0.97,36.7,34.1,+2.6,+0.10,+0.42,0,15,0,0,0,162,9,31,22.5,Big-5-European-Leagues,Big5,2018-2019
353,John Brooks,us USA,DF,Wolfsburg,de Bundesliga,25,1993,29,29,2610,29.0,3,2,3,0,0,7,0,0.10,0.07,0.17,0.10,0.17,3.1,3.1,1.0,4.1,0.11,0.04,0.14,0.11,0.14,Matches,20,4,20.0,0.69,0.14,0.15,0.75,9.4,0,0.15,-0.1,-0.1,1491,1728,86.3,40280,11323,170,205,82.9,802,881,91.0,513,624,82.2,+1.0,3,117,4,0,132,1654,74,2,196,133,1,0,0,0,0,1305,125,298,1261,317,107,3,14,1,21,15,15,13,0.45,11,0,0,0,0,4,0.14,3,0,0,1,0,0,37,25,25,10,2,13,43.3,17,62,34.3,123,52,6,0,33,56,160,1,2018,207,33,77.8,8,1,1342,0,4,8,1388,1359,97.9,21,90,85.3,90,29,0,,0,1.55,46,43,+3,+0.10,-1.70,39.8,40.0,-0.2,-0.01,-0.01,0,14,0,1,0,309,49,16,75.4,Big-5-European-Leagues,Big5,2018-2019
354,Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,30,1988,26,26,2203,24.5,3,5,0,3,3,2,0,0.12,0.20,0.33,0.00,0.20,2.9,0.6,4.4,5.1,0.12,0.18,0.30,0.03,0.21,Matches,15,4,26.7,0.61,0.16,0.00,0.00,29.8,7,0.04,+0.1,-0.6,945,1342,70.4,20781,10111,307,370,83.0,440,562,78.3,193,374,51.6,+0.6,41,73,36,21,117,1012,330,4,154,54,75,20,1,6,1,595,264,483,37,951,56,283,8,8,31,18,53,57,2.33,41,12,1,1,0,5,0.20,5,0,0,0,0,0,23,11,14,7,2,12,32.4,25,53,21.5,107,91,48,1,42,39,61,1,1564,72,21,36.8,8,1,844,6,16,14,884,816,92.3,54,85,72.0,85,23,0,,5,1.27,30,50,-20,-0.82,-1.76,30.2,44.3,-14.1,-0.58,-1.14,0,16,0,1,0,240,13,20,39.4,Big-5-European-Leagues,Big5,2018-2019
355,Marcelo BrozoviÄ,hr CRO,MF,Inter,it Serie A,25,1992,32,31,2650,29.4,2,1,2,0,0,11,1,0.07,0.03,0.10,0.07,0.10,0.9,0.9,3.0,4.0,0.03,0.10,0.14,0.03,0.14,Matches,24,6,25.0,0.82,0.20,0.08,0.33,25.6,3,0.04,+1.1,+1.1,2301,2647,86.9,47989,14076,810,875,92.6,1035,1134,91.3,436,591,73.8,-2.0,49,296,46,12,251,2428,219,3,367,134,40,98,20,4,2,1933,300,414,383,2182,51,13,5,7,28,37,34,119,4.04,93,17,3,1,3,5,0.17,3,1,0,0,0,1,116,78,49,51,16,36,33.0,73,207,30.7,226,338,111,0,45,151,31,1,2977,95,17,75.6,31,0,2154,2,31,30,2216,2152,97.1,42,83,77.5,84,23,1,33,0,1.66,39,29,+10,+0.34,-1.30,49.9,30.7,+19.2,+0.65,-0.12,1,48,0,0,0,329,17,21,44.7,Big-5-European-Leagues,Big5,2018-2019
356,Bruma,pt POR,"MF,FW",RB Leipzig,de Bundesliga,23,1994,14,6,553,6.1,1,1,1,0,1,1,0,0.16,0.16,0.33,0.16,0.33,1.3,0.5,1.2,1.8,0.21,0.20,0.41,0.09,0.29,Matches,12,5,41.7,1.95,0.81,0.08,0.20,21.6,0,0.04,-0.3,+0.5,288,355,81.1,4332,1118,175,198,88.4,91,111,82.0,20,35,57.1,-0.2,9,23,6,0,26,331,24,0,38,5,5,9,2,3,0,295,28,32,48,293,7,7,0,1,2,6,16,22,3.58,19,0,1,0,1,3,0.49,3,0,0,0,0,0,6,3,2,3,1,0,0.0,6,32,27.6,10,77,29,0,7,8,3,0,433,5,23,60.0,15,0,362,6,13,16,386,334,86.5,40,40,18.1,80,3,8,9,13,1.71,9,5,+4,+0.65,-0.43,9.2,7.4,+1.8,+0.29,-0.56,0,4,0,0,0,50,0,5,0.0,Big-5-European-Leagues,Big5,2018-2019
357,Jeffrey Bruma,nl NED,DF,Schalke 04,de Bundesliga,26,1991,9,7,624,6.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,2,0,0.0,0.29,0.00,0.00,,12.8,0,0.05,-0.1,-0.1,253,307,82.4,5970,1988,59,67,88.1,127,139,91.4,64,95,67.4,0.0,0,22,3,0,31,299,8,0,60,18,1,0,0,0,0,219,24,64,33,253,11,2,2,0,6,4,4,1,0.14,1,0,0,0,0,1,0.14,1,0,0,0,0,0,10,5,7,3,0,4,44.4,5,14,25.9,41,11,2,0,10,11,43,0,375,49,3,100.0,5,0,248,0,2,0,244,241,98.8,2,69,20.4,87,6,2,7,4,0.78,6,16,-10,-1.44,-1.15,5.7,12.7,-7.0,-1.00,-1.02,0,9,0,1,1,61,16,9,64.0,Big-5-European-Leagues,Big5,2018-2019
358,Bruno,es ESP,DF,Brighton,eng Premier League,37,1980,14,14,1131,12.6,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.3,0.3,0.00,0.02,0.03,0.00,0.03,Matches,2,0,0.0,0.16,0.00,0.00,,21.2,0,0.03,-0.1,-0.1,503,638,78.8,9970,4598,187,204,91.7,236,281,84.0,76,139,54.7,+0.7,6,32,9,4,45,515,123,0,93,14,14,1,0,0,0,382,104,152,16,483,14,114,4,1,14,17,13,16,1.27,12,3,0,0,0,4,0.32,2,1,0,1,0,0,26,18,24,1,1,14,77.8,4,29,29.0,72,18,10,0,8,38,36,1,727,65,4,63.6,8,0,429,0,3,2,455,416,91.4,7,81,33.1,81,9,0,,9,1.14,10,17,-7,-0.56,+0.15,10.1,18.1,-8.0,-0.63,-0.09,0,4,0,0,0,99,11,12,47.8,Big-5-European-Leagues,Big5,2018-2019
359,Jacob Bruun Larsen,dk DEN,"FW,MF",Dortmund,de Bundesliga,19,1998,24,16,1265,14.1,2,2,2,0,0,0,0,0.14,0.14,0.28,0.14,0.28,3.6,3.6,2.9,6.5,0.26,0.20,0.46,0.26,0.46,Matches,26,10,38.5,1.85,0.71,0.08,0.20,17.3,0,0.14,-1.6,-1.6,417,535,77.9,6730,1247,230,281,81.9,145,182,79.7,33,51,64.7,-0.9,18,9,14,0,41,506,29,0,74,12,7,12,0,0,0,412,67,56,129,346,36,11,5,1,9,14,16,30,2.13,24,4,1,0,0,4,0.28,4,0,0,0,0,0,15,11,6,3,6,4,18.2,18,56,23.1,52,117,73,0,20,25,9,0,713,12,52,50.0,31,2,540,11,36,22,677,537,79.3,120,53,41.3,74,3,8,10,7,2.17,32,21,+11,+0.78,-0.52,24.0,19.8,+4.2,+0.30,-0.44,0,3,0,0,0,78,9,17,34.6,Big-5-European-Leagues,Big5,2018-2019
360,Bryan,es ESP,"MF,FW",Sevilla,es La Liga,17,2001,11,0,167,1.9,1,1,1,0,0,0,0,0.54,0.54,1.08,0.54,1.08,0.5,0.5,0.5,0.9,0.25,0.25,0.50,0.25,0.50,Matches,4,1,25.0,2.16,0.54,0.25,1.00,16.7,0,0.12,+0.5,+0.5,54,81,66.7,732,179,33,41,80.5,18,26,69.2,1,6,16.7,+0.5,2,3,2,1,4,77,4,0,16,0,7,0,0,0,0,51,23,7,68,5,3,4,0,0,2,1,6,4,2.16,3,0,1,0,0,2,1.08,1,0,1,0,0,0,6,2,4,1,1,1,16.7,5,11,22.9,18,14,16,0,1,8,0,0,123,3,10,52.9,9,0,106,2,2,11,121,96,79.3,23,15,4.9,,0,11,14,7,1.27,6,3,+3,+1.62,+1.28,3.2,3.1,0.0,+0.02,-0.51,0,3,0,0,0,12,1,3,25.0,Big-5-European-Leagues,Big5,2018-2019
361,Joe Bryan,eng ENG,DF,Fulham,eng Premier League,24,1993,28,27,2345,26.1,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,2.1,2.8,0.03,0.08,0.11,0.03,0.11,Matches,21,7,33.3,0.81,0.27,0.00,0.00,22.8,0,0.03,-0.7,-0.7,916,1283,71.4,16226,7528,419,487,86.0,395,509,77.6,90,239,37.7,-1.1,22,79,23,13,106,1019,264,1,190,23,73,16,6,5,4,629,229,425,797,165,72,222,3,4,29,34,39,42,1.61,28,6,1,2,0,3,0.12,3,0,0,0,0,0,67,37,38,23,6,27,49.1,28,99,27.0,189,139,38,0,32,109,78,1,1586,116,38,68.8,23,0,887,11,23,22,951,858,90.2,42,84,68.6,86,21,1,13,4,0.75,22,54,-32,-1.23,+0.03,27.8,42.5,-14.7,-0.56,+0.42,0,25,0,0,0,226,32,28,53.3,Big-5-European-Leagues,Big5,2018-2019
362,Gianluigi Buffon,it ITA,GK,Paris S-G,fr Ligue 1,40,1978,17,17,1530,17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,367,402,91.3,8854,5553,72,72,100.0,210,213,98.6,81,112,72.3,0.0,0,0,0,0,0,274,128,0,19,4,0,0,0,0,0,307,31,64,26,296,1,0,75,1,3,1,1,2,0.12,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,,0,0,0,0,0,0,0,0,446,367,0,100.0,1,0,199,0,0,0,174,172,98.9,0,90,44.7,90,17,0,,20,2.35,50,18,+32,+1.88,+0.07,41.8,16.4,+25.4,+1.49,+0.07,0,1,0,0,0,78,1,0,100.0,Big-5-European-Leagues,Big5,2018-2019
