Club,Country
Zenit,RUS
Buducnost BD,SCG
Crvena Zvezda,SCG
Krusevac,SCG
Novi Sad,SCG
OFK,SCG
Obilic,SCG
Partizan,SCG
Sartid,SCG
Zeleznik Beograd,SCG
Zeta Golubovci,SCG
Aberdeen,SCO
Celtic,SCO
Dundee,SCO
Dundee United,SCO
Dunfermline,SCO
Falkirk,SCO
Gretna,SCO
Hamilton,SCO
Hearts,SCO
Hibernian,SCO
Inverness,SCO
Kilmarnock,SCO
Livingston,SCO
Motherwell,SCO
Partick,SCO
Queen of the South,SCO
Rangers,SCO
Ross County,SCO
St Johnstone,SCO
St Mirren,SCO
Artmedia,SLK
Banska Bystrica,SLK
Dunajska,SLK
Inter Bratislava,SLK
Kosice,SLK
Nitra,SLK
Puchov,SLK
Ruzomberok,SLK
Senec,SLK
Senica,SLK
Slovan Bratislava,SLK
Spartak Myjava,SLK
Trencin,SLK
Trnava,SLK
Zilina,SLK
Zlate Moravce,SLK
Cosmos,SMR
Domagnano,SMR
Faetano,SMR
Folgore,SMR
Juvenes,SMR
La Fiorita,SMR
Libertas,SMR
Murata,SMR
Pennarossa,SMR
Tre Fiori,SMR
Tre Penne,SMR
Backa Topola,SRB
Bezanija,SRB
Borac Cacak,SRB
Crvena Zvezda,SRB
Cukaricki,SRB
Jagodina,SRB
Kula,SRB
Mladost Lucani,SRB
Nis,SRB
Novi Sad,SRB
OFK,SRB
Partizan,SRB
Rad,SRB
Sevojno,SRB
Zlatibor,SRB
Aarau,SUI
Basel,SUI
Bellinzona,SUI
Delemont,SUI
Grasshoppers,SUI
Lausanne,SUI
Lugano,SUI
Luzern,SUI
Schaffhausen,SUI
Servette,SUI
Sion,SUI
StGallen,SUI
Thun,SUI
Wil,SUI
Xamax,SUI
Young Boys,SUI
Yverdon Sport,SUI
Zuerich,SUI
Aluminij,SVN
Ankaran Hrvatini,SVN
Bela krajina,SVN
Beltinci,SVN
Bravo,SVN
Celje,SVN
Domzale,SVN
Drava,SVN
Dravograd,SVN
Interblock Ljubljana,SVN
Koper,SVN
Korotan,SVN
Krka,SVN
Krsko,SVN
Livar,SVN
Ljubljana,SVN
Maribor,SVN
Mura,SVN
Nafta,SVN
Nova Gorica,SVN
Olimpija Ljubljana,SVN
Pohorje,SVN
Primorje,SVN
Radomlje,SVN
Rudar Velenje,SVN
Smartno,SVN
Tabor Sezana,SVN
Triglav,SVN
Zagorje,SVN
Zavrc,SVN
AIK,SWE
Assyriska,SWE
Atvidaberg,SWE
Brommapojkarna,SWE
Dalkurd,SWE
Degerfors,SWE
Djurgarden,SWE
Elfsborg,SWE
Enkoeping,SWE
Eskilstuna,SWE
Falkenbergs,SWE
GAIS,SWE
Gefle,SWE
Goeteborg,SWE
Haecken,SWE
Halmstad,SWE
Hammarby,SWE
Helsingborg,SWE
IK Sirius,SWE
Joenkoeping,SWE
Kalmar,SWE
Landskrona,SWE
Ljungskile,SWE
Malmoe,SWE
Mjaellby,SWE
Norrkoeping,SWE
Oerebro,SWE
Oergryte,SWE
Oester,SWE
Ostersund,SWE
Sundsvall,SWE
Syrianska,SWE
Trelleborg,SWE
Vaestra,SWE
Varbergs,SWE
Adana Demirspor,TUR
Adanaspor,TUR
Akhisar,TUR
Alanyaspor,TUR
Altay,TUR
Ankaraguecue,TUR
Ankaraspor,TUR
Antalyaspor,TUR
Balikesirspor,TUR
Besiktas,TUR
Bucaspor,TUR
Bueyueksehir,TUR
Bursaspor,TUR
Denizlispor,TUR
Diyarbakirspor,TUR
Elazigspor,TUR
Erciyesspor,TUR
Erzurum BB,TUR
Erzurumspor,TUR
Eskisehirspor,TUR
Fatih Karaguemruek,TUR
Fenerbahce,TUR
Galatasaray,TUR
Gaziantep FK,TUR
Gaziantepspor,TUR
Genclerbirligi,TUR
Giresunspor,TUR
Goeztepe,TUR
Hacettepespor,TUR
Hatayspor,TUR
Istanbulspor,TUR
Karabuekspor,TUR
Kasimpasa,TUR
Kayseri,TUR
Kocaelispor,TUR
Konyaspor,TUR
Malatyaspor,TUR
Manisaspor,TUR
Mersin Idman,TUR
Orduspor,TUR
Rizespor,TUR
Sakaryaspor,TUR
Samsunspor,TUR
Sebatspor,TUR
Siirt Jet-PA,TUR
Sivasspor,TUR
Trabzonspor,TUR
Vanspor,TUR
Yozgatspor,TUR
Arsenal Kharkiv,UKR
Arsenal Kyiv,UKR
Borysfen,UKR
Chernomorets,UKR
Desna,UKR
Dnipro,UKR
Dniprodzerzhynsk,UKR
Dynamo Kyiv,UKR
FC Kharkiv,UKR
FC Lviv,UKR
Ilichivets,UKR
Inhulets,UKR
Karpaty,UKR
Kolos,UKR
Kryvbas,UKR
M Zaporizhya,UKR
Metalist,UKR
Metalist 1925,UKR
Mynai,UKR
Nyva T,UKR
Obolon Kyiv,UKR
Okhtyrka,UKR
Olexandriya,UKR
Olimpik Donetsk,UKR
Prykarpattya,UKR
Rukh Lviv,UKR
Sevastopol,UKR
Shakhtar,UKR
Simferopol,UKR
Stal Alchevsk,UKR
Uzhgorod,UKR
Veres,UKR
Volyn Lutsk,UKR
Vorskla,UKR
Zirka,UKR
Zorya,UKR
Alanya,URS
Ararat,URS
Arsenal Kyiv,URS
Atlantas,URS
Batumi,URS
CSKA Moskva,URS
Chernomorets,URS
Dinamo Minsk,URS
Dinamo Tbilisi,URS
Dnepr Mogilev,URS
Dnipro,URS
Dynamo Kyiv,URS
Dynamo Moskva,URS
Fakel Voronezh,URS
Irtysh,URS
Kairat,URS
Kapaz Ganca,URS
Karagandy,URS
Karpaty,URS
Khabarovsk,URS
Kryliya Sovetov,URS
Kryvbas,URS
Kuban,URS
Lok Moskva,URS
Lok Nizhny,URS
Lok Tbilisi,URS
M Zaporizhya,URS
Metalist,URS
Neftchi,URS
Prykarpattya,URS
Rostov,URS
Rotor Volgograd,URS
Rubin Kazan,URS
Shakhtar,URS
Shinnik Jaroslawl,URS
Simferopol,URS
Spartak Moskva,URS
Spartak Nalchik,URS
Sverdlovsk,URS
Terek Grozny,URS
Torpedo Kutaisi,URS
Torpedo Moskva,URS
Volga,URS
Zalgiris Vilnius,URS
Zenit,URS
Zimbru,URS
Zorya,URS
Aberystwyth,WAL
Bala,WAL
Bangor City,WAL
Barry Town,WAL
Broughton,WAL
Carmarthen,WAL
Cefn Druids,WAL
Connahs Quay,WAL
Cwmbran,WAL
Haverfordwest,WAL
Inter Cardiff,WAL
Llandudno Town,WAL
Llanelli,WAL
Neath,WAL
Newtown AFC,WAL
Port Talbot,WAL
Prestatyn,WAL
Rhyl,WAL
The New Saints,WAL
Borac Banja Luka,YUG
Borac Cacak,YUG
Celik Niksic,YUG
Cibalia Vinkovci,YUG
Crvena Zvezda,YUG
Dinamo Zagreb,YUG
FK Sarajevo,YUG
Hajduk,YUG
Krusevac,YUG
Lok Zagreb,YUG
Maribor,YUG
NK Zagreb,YUG
Nis,YUG
Novi Sad,YUG
OFK,YUG
Olimpija Ljubljana,YUG
Osijek,YUG
Partizan,YUG
Pelister Bitola,YUG
Podgorica,YUG
Rabotnicki,YUG
Rad,YUG
Rijeka,YUG
Sloboda Tuzla,YUG
Sutjeska,YUG
Teteks,YUG
Vardar,YUG
Velez Mostar,YUG
Zeljeznicar,YUG
Zlatibor,YUG
