match_minute,match_second,position_x,position_y,play_type,BodyPart,Number_Intervening_Opponents,Number_Intervening_Teammates,Interference_on_Shooter,outcome
39,11,4.74,12.97,Open Play,Left,2,0,Low,Saved
73,58,5.74,-2.74,Open Play,Right,0,0,Low,Goal
87,30,5.74,-5.99,Open Play,Head,1,0,Low,Goal
44,26,4.49,-15.71,Open Play,Right,3,0,Medium,Missed
26,22,30.92,-8.98,Open Play,Right,6,1,Low,Goal
71,21,12.22,14.96,Open Play,Right,1,0,Low,Saved
9,58,8.73,-0.5,Open Play,Head,3,1,Low,Blocked
47,48,36.66,12.47,Open Play,Left,3,1,Low,Saved
20,48,10.23,-12.22,Open Play,Left,3,0,Medium,Saved
85,36,33.67,8.73,Open Play,Left,5,1,Medium,Blocked
46,52,27.18,0.5,Direct freekick,Right,8,1,Low,Blocked
73,12,11.72,14.71,Open Play,Right,1,2,Low,Saved
90,52,23.44,-1.5,Open Play,Right,6,1,Low,Missed
10,6,9.98,-11.47,Open Play,Right,1,0,Low,Saved
48,16,7.73,1.25,Open Play,Head,2,1,Low,Blocked
44,50,21.2,-3.24,Open Play,Left,3,0,Medium,Blocked
33,51,25.69,1.25,Open Play,Left,3,0,Low,Saved
50,27,10.47,-4.74,Open Play,Left,3,1,Medium,Blocked
62,38,11.47,8.73,Open Play,Right,1,0,Low,Saved
38,44,7.73,-14.96,Open Play,Right,3,0,Medium,Saved
9,54,5.74,-16.21,Open Play,Right,1,0,Low,Saved
71,34,19.45,12.47,Open Play,Left,3,0,Low,Saved
43,55,20.45,-10.47,Open Play,Right,5,1,Low,Blocked
78,9,14.46,12.72,Open Play,Left,3,0,Low,Saved
36,38,10.47,-5.99,Open Play,Left,3,0,Low,Goal
92,57,11.72,-3.49,Open Play,Head,2,1,Low,Missed
40,55,10.97,0.25,Open Play,Head,1,0,Low,Missed
64,55,13.72,11.72,Open Play,Right,2,0,Low,Saved
65,27,23.94,5.49,Open Play,Left,4,1,Medium,Blocked
47,51,12.22,-11.97,Open Play,Head,2,1,Low,Missed
51,3,15.21,4.49,Open Play,Left,1,0,Low,Goal
3,56,10.97,0,Penalty,Right,1,0,Low,Goal
32,40,29.68,3.24,Open Play,Right,4,2,Low,Missed
44,9,23.19,10.97,Direct freekick,Right,4,1,Low,Saved
20,35,24.69,4.24,Open Play,Left,3,0,Low,Missed
8,23,5.24,-4.24,Open Play,Head,2,0,High,Saved
93,46,7.23,-14.22,Open Play,Left,2,0,High,Blocked
1,31,9.48,10.23,Open Play,Head,2,0,Low,Missed
70,46,8.48,-0.75,Open Play,Head,2,0,Low,Saved
74,49,23.69,3.74,Open Play,Left,3,0,Low,Missed
48,18,9.73,7.23,Open Play,Head,5,2,Medium,Missed
34,41,22.2,4.99,Open Play,Right,3,0,Low,Goal
18,50,13.97,-18.7,Open Play,Left,5,0,Medium,Blocked
34,53,19.7,0.5,Open Play,Left,5,3,Low,Missed
78,32,3.99,11.72,Open Play,Left,2,0,Low,Saved
23,40,30.92,4.49,Open Play,Right,8,3,Low,Missed
54,7,30.67,-3.99,Open Play,Right,5,2,Low,Blocked
75,16,29.43,6.48,Open Play,Right,3,0,Low,Missed
92,52,11.97,0.5,Open Play,Left,3,0,Medium,Blocked
27,0,26.19,-11.72,Open Play,Left,3,0,Low,Saved
81,36,16.46,10.23,Open Play,Right,2,0,Medium,Saved
5,34,12.72,12.47,Open Play,Right,2,0,High,GoalFrame
66,16,27.93,13.47,Open Play,Right,4,1,Medium,Missed
95,12,5.99,-15.21,Open Play,Right,2,0,Medium,Missed
47,44,10.23,-12.72,Open Play,Right,0,0,Low,Goal
75,26,10.97,2.24,Open Play,Head,5,1,Low,Missed
46,44,26.43,6.98,Open Play,Right,3,0,Low,Saved
58,6,12.72,-14.22,Open Play,Left,3,0,High,Missed
28,4,11.22,-1,Open Play,Left,2,0,High,Saved
62,12,19.45,4.74,Open Play,Right,3,1,Medium,Missed
48,9,8.48,3.99,Open Play,Head,1,0,Medium,Missed
58,26,8.73,-1,Open Play,Head,1,0,Low,Missed
73,0,13.47,1.25,Open Play,Head,2,0,Medium,Saved
81,13,18.95,17.21,Open Play,Right,4,1,High,Blocked
22,11,18.95,-8.73,Open Play,Right,4,1,Low,Saved
50,23,12.22,-4.74,Open Play,Left,1,0,Low,Missed
1,43,10.97,0,Penalty,Right,1,0,Low,Goal
78,56,11.47,9.98,Open Play,Right,1,0,Low,Goal
38,42,3.99,-13.47,Open Play,Right,3,0,Low,Missed
83,31,33.67,3.74,Open Play,Left,4,1,Low,Missed
46,20,19.2,8.73,Open Play,Right,3,0,Low,Blocked
20,36,11.22,14.46,Open Play,Left,2,0,Medium,Saved
76,17,21.95,15.21,Open Play,Right,3,0,Low,Saved
13,10,3.74,-28.43,Open Play,Other,1,0,Medium,Missed
14,47,13.22,-9.98,Open Play,Right,3,0,Low,Saved
50,8,8.48,14.22,Open Play,Right,3,0,Low,Missed
78,25,29.43,3.24,Open Play,Right,5,1,Low,Missed
49,35,20.7,17.96,Open Play,Right,4,0,Low,Saved
10,29,25.44,17.96,Open Play,Left,3,0,Low,Missed
80,11,13.22,-0.5,Open Play,Left,2,0,Low,Saved
21,16,13.22,8.23,Open Play,Left,2,0,Low,Saved
71,8,11.47,15.96,Open Play,Right,3,0,Low,Saved
9,33,23.19,7.73,Direct freekick,Right,6,2,Low,Missed
69,59,21.45,-22.94,Open Play,Left,6,2,Low,Missed
6,48,26.43,-2.74,Open Play,Left,4,0,Low,Missed
93,3,22.69,7.98,Open Play,Right,2,0,Low,Saved
69,59,23.44,-2.24,Open Play,Right,2,0,Low,Blocked
74,27,2.99,5.74,Open Play,Right,1,0,Low,Goal
68,23,10.72,-3.24,Open Play,Right,1,0,Low,Goal
86,30,21.95,-2.49,Direct freekick,Left,5,0,Low,Goal
70,17,11.97,-6.24,Open Play,Head,2,0,High,Saved
47,59,27.93,-33.92,Open Play,Right,2,0,Low,Missed
50,2,9.48,-2.74,Open Play,Right,2,0,Low,Blocked
4,52,7.23,8.73,Open Play,Left,1,0,Low,Missed
82,51,12.97,1.75,Open Play,Right,5,2,Low,Blocked
79,51,24.94,-1.25,Open Play,Right,5,1,Low,Missed
16,24,8.23,-10.47,Open Play,Right,1,0,Low,Missed
4,36,8.73,-6.48,Open Play,Head,2,0,Low,Missed
33,8,13.97,-10.97,Open Play,Right,2,0,High,Saved
75,29,21.7,0.25,Open Play,Right,4,0,Low,Blocked
32,18,13.72,9.48,Open Play,Right,1,0,Low,Goal
83,26,8.98,-2.74,Open Play,Left,3,0,Low,Missed
27,46,27.18,2.74,Open Play,Left,4,0,Low,Blocked
21,19,6.98,16.71,Open Play,Left,3,0,Low,Missed
41,41,19.7,15.21,Open Play,Right,3,0,Low,Saved
18,21,20.95,-10.97,Open Play,Left,5,0,Low,GoalFrame
46,32,20.7,2,Open Play,Right,2,0,Low,Blocked
4,51,6.48,14.71,Open Play,Left,2,0,Low,Missed
3,2,12.22,10.47,Open Play,Left,2,0,Low,Missed
62,13,10.47,10.47,Open Play,Left,3,1,Low,Missed
86,46,23.19,13.72,Open Play,Right,6,3,Low,Missed
33,36,8.73,-1,Open Play,Left,2,0,Low,Blocked
11,55,7.23,8.73,Open Play,Head,6,1,Medium,Missed
82,48,4.74,4.99,Open Play,Head,2,0,High,Missed
47,59,8.98,-12.47,Open Play,Left,2,0,Medium,Saved
92,0,11.22,-0.75,Open Play,Right,1,0,Medium,Missed
64,23,7.98,-2.24,Open Play,Right,3,1,High,Saved
44,39,5.49,4.24,Open Play,Left,1,0,Low,Goal
4,53,7.73,-8.73,Open Play,Right,2,0,Low,Blocked
40,37,37.16,11.47,Open Play,Left,4,0,Low,Missed
74,18,11.47,-12.22,Open Play,Right,2,0,Low,Blocked
87,38,29.68,4.49,Open Play,Right,4,0,Low,Blocked
33,5,27.68,-8.73,Direct freekick,Right,7,1,Low,Missed
78,9,13.22,-3.49,Open Play,Right,3,0,Medium,Saved
75,57,23.94,-17.21,Open Play,Right,3,0,Low,Saved
29,56,21.95,5.24,Open Play,Right,2,0,Low,Missed
61,23,17.21,17.46,Open Play,Right,5,0,Low,Missed
25,48,13.72,9.98,Open Play,Right,1,0,Low,Saved
35,13,4.49,-16.71,Open Play,Right,2,0,Low,Missed
71,25,32.92,2.49,Direct freekick,Right,5,0,Low,Saved
78,26,5.74,-7.48,Open Play,Right,2,0,Low,Blocked
15,13,12.72,-10.97,Open Play,Left,4,2,Low,Blocked
91,21,8.48,-8.48,Open Play,Right,2,0,Low,Saved
87,45,23.44,20.2,Open Play,Right,3,0,Low,Missed
55,23,9.23,2.49,Open Play,Left,1,0,Low,Goal
21,51,21.95,-3.99,Open Play,Right,3,0,Medium,Goal
19,36,15.46,7.98,Open Play,Right,1,1,High,Missed
28,7,11.72,2.74,Open Play,Right,3,1,Low,Missed
25,7,4.74,14.22,Open Play,Left,1,0,Low,Saved
22,10,13.47,-9.23,Open Play,Head,3,0,Low,Saved
68,27,15.21,4.99,Open Play,Left,3,1,Low,Blocked
45,55,24.19,18.21,Open Play,Right,3,1,Medium,Missed
15,14,14.22,7.48,Open Play,Left,2,0,Medium,Saved
82,46,15.21,13.22,Open Play,Right,3,0,Low,Missed
10,8,21.45,-12.97,Open Play,Left,5,1,Medium,Missed
46,12,5.74,-9.98,Open Play,Head,3,0,Low,Missed
9,22,8.48,-10.72,Open Play,Right,2,0,Low,Goal
50,48,11.47,-4.24,Open Play,Other,1,0,Low,Saved
54,16,5.24,12.72,Open Play,Right,2,1,Low,Saved
28,57,26.68,-8.23,Open Play,Left,4,1,Low,Saved
67,54,2.24,-7.23,Open Play,Left,1,0,Medium,Saved
64,31,13.72,-13.72,Open Play,Right,6,1,Low,Blocked
22,53,3.99,8.23,Open Play,Head,4,0,Low,Saved
62,7,13.22,-14.71,Open Play,Left,5,1,Low,Missed
35,25,10.97,0,Penalty,Right,1,0,Low,Goal
11,51,26.43,-2.49,Direct freekick,Right,4,0,Low,Missed
68,31,4.24,4.24,Open Play,Left,1,0,Low,Goal
45,8,12.22,-1,Open Play,Right,2,0,Low,Missed
83,55,5.99,5.49,Open Play,Head,2,0,Low,Missed
44,53,8.73,-10.47,Open Play,Right,2,0,Low,Saved
18,59,23.94,9.48,Direct freekick,Left,7,1,Low,Missed
5,18,15.96,12.97,Open Play,Right,3,0,Medium,Saved
69,35,14.96,8.23,Open Play,Right,1,0,High,Saved
46,49,11.97,-10.97,Open Play,Right,1,0,High,Saved
11,41,6.98,-15.21,Open Play,Other,1,0,Low,Blocked
47,33,21.2,-9.98,Open Play,Right,4,0,Low,Saved
10,49,7.23,5.99,Open Play,Right,0,0,Medium,Goal
88,20,19.95,19.45,Open Play,Right,4,0,Medium,Saved
45,24,24.19,10.23,Open Play,Left,4,1,Low,Saved
89,39,9.98,-15.71,Open Play,Right,2,0,Low,Missed
56,15,13.72,8.73,Open Play,Left,2,0,High,Missed
87,52,19.7,2,Open Play,Right,3,1,Medium,Missed
10,51,18.21,1.25,Open Play,Right,4,1,Low,Missed
57,8,24.69,0.5,Open Play,Right,2,0,Low,Missed
8,4,22.44,2.24,Open Play,Left,6,4,Medium,Missed
12,31,17.21,6.98,Open Play,Right,3,1,Low,Missed
35,57,9.73,11.97,Open Play,Left,2,0,Medium,Blocked
82,52,10.97,0,Penalty,Left,1,0,Low,Goal
58,2,15.46,-3.74,Open Play,Right,3,0,Medium,Blocked
31,56,8.98,-1.25,Open Play,Right,1,0,High,Saved
57,55,22.94,-11.22,Open Play,Right,2,0,Medium,Blocked
27,53,14.22,-6.24,Open Play,Left,3,0,Low,Saved
72,41,7.48,24.69,Direct freekick,Right,3,1,Low,Saved
14,41,11.97,-3.99,Open Play,Right,1,0,Medium,Goal
16,12,2.49,2.24,Open Play,Head,1,0,,owngoal
79,8,11.97,-12.72,Open Play,Right,2,0,Low,Blocked
84,45,9.73,17.96,Open Play,Right,3,0,Medium,Missed
45,22,7.48,-8.73,Open Play,Right,2,0,Low,Missed
17,34,2.99,3.49,Open Play,Head,2,0,Medium,Goal
48,53,21.2,10.47,Direct freekick,Left,7,1,Low,Goal
83,3,28.93,-21.95,Open Play,Right,4,0,Low,Saved
26,13,24.44,-5.99,Open Play,Right,3,0,Low,Missed
72,39,13.22,-4.99,Open Play,Right,2,0,Medium,Missed
53,2,4.74,13.72,Open Play,Right,3,0,Medium,Missed
48,8,9.48,-12.72,Open Play,Right,1,0,Medium,Saved
48,22,7.48,-3.24,Open Play,Left,1,0,Medium,Goal
30,53,20.45,-4.74,Open Play,Right,4,1,Low,Saved
39,25,25.94,-7.98,Open Play,Right,5,2,Low,Missed
21,6,20.2,-2.99,Open Play,Right,6,3,Medium,Blocked
69,51,8.23,-5.24,Open Play,Left,2,0,Low,Goal
95,2,27.18,-13.72,Direct freekick,Left,4,0,Low,Blocked
31,23,18.45,-13.47,Open Play,Left,3,0,Medium,Saved
48,54,24.44,2.99,Open Play,Right,4,1,Low,Missed
56,50,29.43,2,Open Play,Left,4,1,Low,Missed
86,42,15.46,-1.5,Open Play,Left,2,0,Low,Saved
9,3,2.74,8.73,Open Play,Right,2,0,Low,GoalFrame
56,11,2.24,-2.74,Open Play,Head,2,0,Medium,Goal
23,45,13.22,5.24,Open Play,Right,2,0,Low,Missed
93,14,14.22,-4.49,Open Play,Right,4,0,Medium,Blocked
39,14,22.94,-5.99,Direct freekick,Right,9,2,Low,Missed
8,56,19.95,9.23,Open Play,Right,4,1,Low,Blocked
56,30,6.98,-4.74,Open Play,Right,3,0,Low,Saved
90,4,10.72,9.23,Open Play,Right,1,0,Low,Saved
58,39,8.48,-3.24,Open Play,Head,4,1,Medium,GoalFrame
61,44,10.47,-5.49,Open Play,Head,3,0,Low,Goal
66,2,13.47,-9.98,Open Play,Right,3,0,Low,Blocked
68,40,21.45,-4.24,Open Play,Right,4,1,Low,Missed
26,48,13.47,7.73,Open Play,Left,3,0,High,Saved
82,16,24.94,-4.49,Open Play,Left,2,0,Low,Missed
82,47,1.75,-7.48,Open Play,Right,2,0,Low,Saved
29,47,22.44,4.74,Direct freekick,Left,8,2,Low,Missed
32,10,15.96,12.22,Open Play,Right,4,0,Medium,Blocked
72,42,10.72,-23.44,Open Play,Left,3,0,Low,Saved
33,34,4.24,5.99,Open Play,Right,2,0,Medium,Missed
28,31,10.97,0,Penalty,Right,1,0,Low,Goal
42,5,19.95,18.95,Open Play,Left,2,0,Low,Missed
28,16,25.44,-5.49,Open Play,Left,3,0,Low,Blocked
75,26,23.19,7.73,Open Play,Left,2,0,High,Missed
77,42,20.95,-15.21,Open Play,Right,3,0,Medium,Blocked
79,49,11.72,5.99,Open Play,Head,3,1,Medium,Missed
1,3,9.98,10.47,Open Play,Right,2,1,Low,Blocked
86,3,13.97,12.22,Open Play,Left,3,0,Low,Blocked
45,44,15.46,-14.22,Open Play,Right,3,0,Low,Blocked
85,16,4.99,-10.47,Open Play,Head,2,0,Medium,Missed
12,48,23.44,4.49,Open Play,Left,2,1,Low,Saved
43,7,17.71,-0.5,Open Play,Right,3,0,Medium,Blocked
48,39,11.72,-5.74,Open Play,Right,4,1,Low,Saved
43,49,1.25,-6.48,Open Play,Head,2,1,Low,Missed
47,31,3.99,8.73,Open Play,Head,3,0,Medium,Saved
24,44,18.95,4.49,Open Play,Left,7,2,Medium,Blocked
83,0,16.96,3.99,Open Play,Right,3,1,Medium,Saved
36,7,16.46,-7.23,Open Play,Right,6,2,Medium,Missed
15,4,11.97,-16.96,Open Play,Left,4,0,Medium,Missed
83,27,10.47,14.22,Open Play,Left,2,0,Medium,Saved
27,35,13.97,15.46,Open Play,Right,2,0,Medium,Goal
5,57,12.72,10.23,Open Play,Left,2,0,Medium,Blocked
63,1,6.24,-8.98,Open Play,Right,2,0,Medium,Blocked
76,12,14.22,-0.75,Open Play,Left,1,0,Low,Goal
3,36,22.2,-5.99,Open Play,Right,3,1,Low,Blocked
21,28,10.97,13.97,Open Play,Left,1,0,Low,Saved
68,16,26.43,4.99,Open Play,Left,3,0,Low,Missed
62,11,13.22,-8.48,Open Play,Right,4,1,Low,Blocked
91,50,20.95,16.46,Open Play,Right,3,0,Low,Missed
41,14,7.98,-1.25,Open Play,Right,4,0,Medium,Blocked
75,5,21.7,-17.21,Open Play,Left,4,0,Low,Blocked
2,1,5.49,-12.47,Open Play,Right,2,0,Low,Missed
25,36,17.71,11.97,Open Play,Right,3,1,Low,Missed
43,17,25.19,-7.73,Open Play,Right,4,0,High,Missed
49,2,23.69,14.71,Open Play,Left,3,0,High,Missed
14,33,4.99,-9.98,Open Play,Right,2,1,Medium,Saved
94,30,6.48,1.5,Open Play,Head,1,0,Medium,Missed
46,45,4.24,1.25,Open Play,Head,1,0,Medium,Goal
41,20,8.48,9.73,Open Play,Left,3,0,Low,Saved
21,49,5.49,15.21,Open Play,Left,3,0,Low,Saved
13,4,18.7,-2.24,Open Play,Right,2,0,Low,Saved
93,45,17.96,-13.97,Open Play,Right,2,0,Low,Missed
48,1,4.74,11.72,Open Play,Left,2,0,High,Blocked
16,10,10.23,-5.49,Open Play,Right,1,0,Low,Goal
6,49,24.94,3.74,Open Play,Right,5,1,Medium,Saved
4,4,17.96,16.96,Open Play,Left,3,0,Low,Saved
82,26,3.74,-2.74,Open Play,Right,2,0,Low,Goal
77,45,10.97,0,Penalty,Right,1,0,Low,Goal
26,26,6.73,5.74,Open Play,Right,2,0,High,Missed
55,8,14.71,11.72,Open Play,Left,5,0,High,Missed
50,18,23.69,-8.73,Open Play,Left,3,1,Low,Saved
68,25,7.98,1.5,Open Play,Right,1,0,Low,Goal
25,21,11.47,-12.72,Open Play,Right,2,0,Low,Saved
58,43,11.47,-2.24,Open Play,Head,2,0,Medium,Blocked
81,9,16.46,-9.73,Open Play,Right,4,1,Low,Saved
60,6,0.75,9.23,Open Play,Right,2,0,Low,Saved
47,36,7.73,-1.25,Open Play,Left,5,0,Low,Saved
68,32,9.73,5.49,Open Play,Left,2,0,Low,Goal
63,0,9.73,11.47,Open Play,Right,3,0,Medium,Missed
41,56,17.71,7.73,Open Play,Left,4,1,Medium,Saved
77,57,10.97,2.74,Open Play,Head,1,0,Low,Saved
17,5,8.73,-6.98,Open Play,Right,2,0,Low,Missed
19,28,9.23,-5.99,Open Play,Head,4,1,Low,Goal
92,32,14.96,5.74,Open Play,Right,5,0,Medium,Blocked
90,34,18.95,4.74,Open Play,Left,3,1,Medium,Missed
30,34,7.73,2,Open Play,Head,4,2,High,Saved
50,18,27.93,0.75,Open Play,Right,4,1,Medium,Saved
89,48,0.75,-11.72,Open Play,Right,1,0,Low,Missed
19,0,13.47,-8.98,Open Play,Right,4,1,High,Missed
92,25,10.47,1.25,Open Play,Head,3,1,High,Missed
85,47,11.22,1.75,Open Play,Head,2,0,High,Missed
68,39,7.98,0.5,Open Play,Head,1,0,Low,Missed
15,31,18.95,3.99,Open Play,Right,4,0,Medium,Missed
32,46,6.24,-11.72,Open Play,Right,1,0,Medium,Missed
60,15,31.42,-7.48,Open Play,Right,3,1,Medium,Missed
62,40,7.48,5.74,Open Play,Head,3,0,Low,Saved
40,18,6.48,3.99,Open Play,Head,2,0,Medium,Blocked
42,22,24.94,-13.22,Open Play,Right,3,0,Low,Missed
65,29,9.98,6.48,Open Play,Head,2,0,Medium,Goal
38,6,19.45,-14.71,Direct freekick,Left,7,2,Low,Goal
67,52,11.97,10.72,Open Play,Left,2,0,Low,Blocked
93,57,7.98,-3.99,Open Play,Right,3,0,Low,Missed
85,7,22.94,9.98,Open Play,Right,4,2,Low,Missed
65,36,6.24,4.74,Open Play,Head,3,0,Low,Saved
26,30,27.68,-9.23,Open Play,Left,2,0,Low,Missed
47,26,12.72,9.73,Open Play,Right,1,0,Low,Blocked
37,3,7.23,12.97,Open Play,Right,3,0,Low,Saved
60,46,21.95,-4.99,Open Play,Right,5,1,Medium,Saved
57,28,8.48,4.49,Open Play,Head,1,0,Low,Missed
34,39,2.24,14.22,Open Play,Left,1,0,Low,Saved
58,40,20.2,-8.23,Open Play,Left,3,0,Medium,Missed
72,29,24.44,-10.97,Open Play,Right,2,0,Medium,Missed
30,32,14.96,-1.5,Open Play,Head,2,1,Low,Missed
2,30,24.94,9.98,Open Play,Right,2,0,Low,Saved
42,13,24.69,-1.5,Open Play,Right,8,4,Low,Missed
4,5,19.2,10.23,Open Play,Right,4,1,Low,Missed
26,25,7.23,12.22,Open Play,Left,2,0,Low,Blocked
60,26,7.48,6.24,Open Play,Head,5,1,Low,GoalFrame
22,40,10.97,-2.74,Open Play,Head,2,0,Medium,Saved
31,2,10.97,17.71,Open Play,Left,2,0,Medium,Missed
14,46,21.95,7.48,Open Play,Right,3,1,Medium,Missed
78,7,25.19,9.48,Direct freekick,Right,5,2,Low,GoalFrame
39,58,11.72,-8.48,Open Play,Right,1,0,Medium,Goal
58,44,25.69,20.2,Open Play,Right,4,1,Medium,Saved
68,53,25.69,-10.23,Direct freekick,Left,6,2,Low,Missed
44,43,10.23,12.72,Open Play,Left,1,0,Medium,Goal
59,15,10.97,0,Penalty,Right,1,0,Low,Saved
33,57,10.97,-4.74,Open Play,Head,1,0,Medium,Saved
60,14,11.72,7.73,Open Play,Head,2,0,High,Missed
88,17,8.98,2.24,Open Play,Head,3,0,High,Missed
42,30,26.93,-6.24,Open Play,Right,2,0,Low,GoalFrame
82,12,18.21,-16.96,Open Play,Left,3,0,Medium,Blocked
80,57,3.24,7.48,Open Play,Left,2,0,High,Blocked
45,5,23.44,22.94,Direct freekick,Right,3,0,Low,Saved
50,52,18.7,0.5,Open Play,Right,2,0,Medium,Blocked
26,5,9.23,-9.23,Open Play,Head,2,0,High,Saved
15,41,14.46,8.73,Open Play,Left,3,0,Medium,Blocked
26,25,6.24,-6.73,Open Play,Right,1,0,Low,Missed
21,37,22.2,9.98,Open Play,Right,4,1,Low,Saved
15,25,13.72,9.23,Open Play,Left,2,0,Low,Saved
8,36,14.71,-1.25,Open Play,Right,3,0,Low,Missed
74,59,12.72,8.73,Open Play,Right,3,0,Medium,Goal
70,30,12.72,5.74,Open Play,Left,2,0,Low,Goal
40,58,12.47,5.49,Open Play,Left,2,0,High,Missed
33,15,8.23,-3.99,Open Play,Right,1,0,Low,Saved
36,19,24.94,8.73,Open Play,Right,3,0,Low,Missed
9,25,5.49,9.23,Open Play,Head,3,1,Medium,Missed
33,19,20.7,9.73,Open Play,Right,4,0,Medium,Saved
14,34,20.95,-6.73,Open Play,Right,2,0,Low,Missed
21,18,28.18,14.96,Open Play,Right,4,1,Low,Missed
0,43,15.71,5.24,Open Play,Right,3,0,Medium,Saved
34,57,21.7,8.98,Open Play,Right,5,1,Low,Blocked
68,10,5.99,10.72,Open Play,Left,2,0,Low,Missed
21,3,20.45,-3.24,Open Play,Right,2,0,Low,Missed
38,42,19.45,0.25,Open Play,Right,2,0,Low,Saved
57,17,18.45,-12.72,Direct freekick,Left,7,1,Low,Blocked
26,45,12.47,2.49,Open Play,Head,2,0,Medium,Missed
26,49,19.45,2.74,Open Play,Right,3,1,Low,Missed
42,32,13.97,3.74,Open Play,Head,1,0,Low,Goal
64,18,8.48,15.21,Open Play,Left,2,0,Low,Blocked
6,17,19.2,2.24,Open Play,Right,3,0,Low,Missed
87,0,22.69,1.25,Open Play,Right,7,1,Medium,Blocked
22,28,23.44,5.24,Open Play,Right,3,1,Low,Saved
24,55,4.24,-5.74,Open Play,Right,1,0,Low,Missed
35,11,26.43,-2.24,Open Play,Left,4,3,Low,Blocked
12,7,13.22,6.48,Open Play,Right,3,1,Low,Missed
67,56,19.45,1.25,Open Play,Right,3,0,Medium,Saved
45,35,20.7,5.99,Open Play,Left,3,1,Medium,Blocked
29,57,19.95,12.72,Open Play,Left,4,1,Medium,Blocked
59,48,6.98,-4.49,Open Play,Right,2,0,High,Missed
5,23,25.94,-15.71,Direct freekick,Left,4,1,Low,Saved
5,49,18.21,-13.72,Open Play,Right,2,0,Low,Saved
10,48,11.72,11.97,Open Play,Right,2,0,Medium,Saved
54,8,11.72,6.73,Open Play,Head,5,2,Medium,Missed
56,52,9.98,-4.74,Open Play,Right,2,0,Low,Missed
78,39,12.22,2.24,Open Play,Head,3,1,Low,Saved
2,38,3.99,2,Open Play,Right,1,0,Low,Goal
30,44,13.22,-3.49,Open Play,Right,2,0,Medium,GoalFrame
43,0,7.73,12.22,Open Play,Left,2,0,Medium,Missed
45,16,8.48,5.49,Open Play,Head,4,1,High,Missed
0,42,9.48,-6.24,Open Play,Right,2,0,Medium,Blocked
63,6,12.47,7.98,Open Play,Right,3,0,Low,Saved
23,33,3.99,7.23,Open Play,Head,4,1,Medium,Missed
61,19,11.47,-2.99,Open Play,Left,2,0,Medium,Missed
21,7,19.95,1.5,Open Play,Right,3,0,Medium,Missed
21,51,10.97,0,Penalty,Right,1,0,Low,Goal
1,13,7.98,0.75,Open Play,Head,3,1,Medium,Blocked
67,12,6.98,13.72,Open Play,Left,3,0,Medium,Blocked
92,0,11.97,0.75,Open Play,Right,2,0,Medium,Saved
46,18,7.98,-12.97,Open Play,Right,2,0,Medium,Saved
66,40,10.23,-0.5,Open Play,Head,3,1,Medium,Saved
84,48,6.24,-13.97,Open Play,Right,1,0,Low,Saved
39,55,8.73,2.74,Open Play,Right,1,0,Low,Goal
80,33,18.21,-2,Open Play,Right,4,0,Medium,Saved
78,43,20.45,12.72,Open Play,Left,3,0,Low,Blocked
84,34,11.97,3.24,Open Play,Left,3,0,Medium,Missed
6,51,10.97,3.49,Open Play,Left,2,0,Low,Missed
35,7,7.73,-4.49,Open Play,Head,3,2,Low,Saved
7,18,27.68,7.23,Open Play,Left,5,2,Low,Saved
45,40,4.99,3.49,Open Play,Right,1,0,Low,Missed
78,22,21.95,7.98,Open Play,Right,4,1,Medium,Missed
13,7,22.44,4.24,Direct freekick,Right,6,1,Low,Saved
19,13,23.94,3.99,Open Play,Right,4,0,Low,Missed
86,37,24.69,-14.96,Open Play,Right,3,0,Low,Blocked
79,25,33.17,13.22,Open Play,Left,4,1,Low,Missed
37,32,15.21,-1,Open Play,Left,2,0,Low,GoalFrame
45,50,19.95,11.47,Open Play,Left,3,1,Medium,Blocked
72,13,26.68,9.48,Open Play,Right,3,0,Medium,Missed
61,44,10.47,0.5,Open Play,Head,2,0,Low,Missed
65,33,10.72,9.48,Open Play,Left,1,0,Low,Saved
46,31,13.47,2,Open Play,Left,2,0,Medium,Missed
69,48,14.96,-8.73,Open Play,Left,3,0,Medium,Saved
74,8,6.73,-13.47,Open Play,Right,2,0,Medium,Blocked
72,41,10.97,0.75,Open Play,Head,5,2,Low,Missed
36,40,5.74,15.71,Open Play,Right,2,0,Low,Blocked
47,16,17.71,-10.23,Open Play,Right,2,0,Low,Missed
51,18,7.23,2.24,Open Play,Head,3,0,Low,Missed
42,50,7.73,-12.22,Open Play,Left,2,0,High,Missed
69,17,21.45,-8.73,Direct freekick,Left,6,0,Low,Saved
55,44,6.24,-1.5,Open Play,Right,2,0,Low,Goal
8,19,23.19,-9.23,Open Play,Right,1,0,High,Missed
92,21,22.2,11.47,Open Play,Left,4,2,Medium,Blocked
70,6,22.94,2.49,Open Play,Right,3,0,Medium,Missed
38,47,11.72,-14.96,Open Play,Right,2,0,Medium,Saved
10,21,10.97,0,Penalty,Right,1,0,Low,Goal
48,7,17.21,-0.5,Open Play,Right,6,2,High,Blocked
28,5,26.68,6.73,Open Play,Left,3,0,Medium,Saved
8,10,21.95,1,Open Play,Right,1,0,Medium,Saved
33,2,22.69,6.73,Open Play,Right,2,0,Low,Goal
89,19,5.99,0.75,Open Play,Head,4,2,Medium,Missed
56,10,2.99,4.24,Open Play,Head,1,0,Low,Missed
43,15,7.98,2.24,Open Play,Right,3,1,High,GoalFrame
15,42,8.73,-5.99,Open Play,Head,3,0,Low,Missed
