tm_id,player_name,birth_day,birth_month,birth_year,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season,current_club,current_club_country,market_value_euros,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,name_lower,firstname_lower,lastname_lower,firstinitial_lower,league_country_lower,position_code,position_grouped,outfielder_goalkeeper,age,age_when_joining,years_since_joining,years_until_contract_expiry,market_value_pounds
231572,nélson semedo,16.0,11.0,1993.0,Lisboa,Portugal,1993-11-16,Defender - Right-Back,177.0,right,,Cape Verde,GB1,2021,wolverhampton wanderers,england,28000000.0,2020-09-23,2023-06-30,club option 2 years,,,,Gestifute,nelson semedo,nelson,semedo,n,england,RB,Defender,Outfielder,27.0,26.0,0.0,1.0,25200000.0
231586,jannes horn,6.0,2.0,1997.0,Braunschweig,Germany,1997-02-06,Defender - Left-Back,186.0,left,Germany,,L1,2021,1. fc köln,germany,3000000.0,2017-07-01,2022-06-30,,,,,ROGON,jannes horn,jannes,horn,j,germany,LB,Defender,Outfielder,24.0,20.0,4.0,0.0,2700000.0
232144,milos pantovic,7.0,7.0,1996.0,München,Germany,1996-07-07,midfield - Attacking Midfield,185.0,right,,Germany,L1,2021,vfl bochum,germany,600000.0,2018-07-01,2022-06-30,,,,,ROOF,milos pantovic,milos,pantovic,m,germany,CAM,Midfielder,Outfielder,25.0,21.0,3.0,0.0,540000.0
232271,sofiane boufal,17.0,9.0,1993.0,Paris,France,1993-09-17,attack - Left Winger,175.0,right,,France,FR1,2021,sco angers,france,5000000.0,2020-10-05,2024-06-30,,,,,Meïssa N'diaye,sofiane boufal,sofiane,boufal,s,france,LW,Forward,Outfielder,27.0,27.0,0.0,2.0,4500000.0
232320,atakan karazor,13.0,10.0,1996.0,Essen,Germany,1996-10-13,Defender - Centre-Back,191.0,right,Germany,,L1,2021,vfb stuttgart,germany,2000000.0,2019-07-01,2023-06-30,,,,,EMG Mundial,atakan karazor,atakan,karazor,a,germany,CB,Defender,Outfielder,24.0,22.0,2.0,1.0,1800000.0
232418,ondrej duda,5.0,12.0,1994.0,Snina,Slovakia,1994-12-05,midfield - Attacking Midfield,181.0,right,Slovakia,,L1,2021,1. fc köln,germany,8000000.0,2020-09-16,2024-06-30,,,,,ICM Stellar Sports,ondrej duda,ondrej,duda,o,germany,CAM,Midfielder,Outfielder,26.0,25.0,0.0,2.0,7200000.0
232454,nadiem amiri,27.0,10.0,1996.0,Ludwigshafen am Rhein,Germany,1996-10-27,midfield - Attacking Midfield,180.0,right,,Afghanistan,L1,2021,bayer 04 leverkusen,germany,18000000.0,2019-07-30,2024-06-30,,,,,ISMG International,nadiem amiri,nadiem,amiri,n,germany,CAM,Midfielder,Outfielder,24.0,22.0,2.0,2.0,16200000.0
233124,kortney hause,16.0,7.0,1995.0,Redbridge,England,1995-07-16,Defender - Centre-Back,191.0,left,,Bermuda,GB1,2021,aston villa,england,5000000.0,2019-07-01,2022-06-30,club option 1 year,,,,PowerHause SG,kortney hause,kortney,hause,k,england,CB,Defender,Outfielder,26.0,23.0,2.0,0.0,4500000.0
234029,grischa prömel,9.0,1.0,1995.0,Stuttgart,Germany,1995-01-09,midfield - Central Midfield,184.0,both,Germany,,L1,2021,1.fc union berlin,germany,4000000.0,2017-07-01,2022-06-30,,,,,ISMG International,grischa promel,grischa,promel,g,germany,CM,Midfielder,Outfielder,26.0,22.0,4.0,0.0,3600000.0
234189,trezeguet,1.0,10.0,1994.0,Kafr El-Sheikh,Egypt,1994-10-01,attack - Left Winger,179.0,right,Egypt,,GB1,2021,aston villa,england,10000000.0,2019-07-24,2023-06-30,,,,,DW Sports Management,trezeguet,trezeguet,trezeguet,t,england,LW,Forward,Outfielder,26.0,24.0,2.0,1.0,9000000.0
234375,emil berggreen,10.0,5.0,1993.0,Helsingör,Denmark,1993-05-10,attack - Centre-Forward,193.0,right,,Croatia,L1,2021,spvgg greuther fürth,germany,350000.0,2020-09-15,2022-06-30,,,,,Footballers Collective,emil berggreen,emil,berggreen,e,germany,ST,Forward,Outfielder,28.0,27.0,0.0,0.0,315000.0
234523,antonio sanabria,4.0,3.0,1996.0,San Lorenzo,Paraguay,1996-03-04,attack - Centre-Forward,181.0,right,,Spain,IT1,2021,torino fc,italy,7500000.0,2021-01-31,2025-06-30,,,,,GG11 s.r.l.,antonio sanabria,antonio,sanabria,a,italy,ST,Forward,Outfielder,25.0,24.0,0.0,3.0,6750000.0
234781,maxwel cornet,27.0,9.0,1996.0,Bregbo,Cote d'Ivoire,1996-09-27,Defender - Left-Back,179.0,left,,France,FR1,2021,olympique lyon,france,12000000.0,2015-01-15,2023-06-30,,,,,,maxwel cornet,maxwel,cornet,m,france,LB,Defender,Outfielder,24.0,18.0,6.0,1.0,10800000.0
234802,renaud ripart,14.0,3.0,1993.0,Nîmes,France,1993-03-14,midfield - Attacking Midfield,181.0,right,France,,FR1,2021,estac troyes,france,5000000.0,2021-07-15,2025-06-30,,,,,E CASTAGNINO,renaud ripart,renaud,ripart,r,france,CAM,Midfielder,Outfielder,28.0,28.0,0.0,3.0,4500000.0
234803,andrew robertson,11.0,3.0,1994.0,Glasgow,Scotland,1994-03-11,Defender - Left-Back,178.0,left,Scotland,,GB1,2021,liverpool fc,england,65000000.0,2017-07-21,2026-06-30,,,,,PLG,andrew robertson,andrew,robertson,a,england,LB,Defender,Outfielder,27.0,23.0,4.0,4.0,58500000.0
234811,rui silva,7.0,2.0,1994.0,Maia,Portugal,1994-02-07,Goalkeeper,191.0,left,Portugal,,ES1,2021,real betis balompié,spain,12000000.0,2021-07-01,2026-06-30,,,,,Bruno Carvalho,rui silva,rui,silva,r,spain,GK,Goalkeeper,Goalkeeper,27.0,27.0,0.0,4.0,10800000.0
234880,lorenzo andrenacci,2.0,1.0,1995.0,Fermo,Italy,1995-01-02,Goalkeeper,188.0,right,Italy,,IT1,2021,genoa cfc,italy,150000.0,2021-07-12,2024-06-30,,,,,QUAN SPORTS MANAGEMENT ITALIA,lorenzo andrenacci,lorenzo,andrenacci,l,italy,GK,Goalkeeper,Goalkeeper,26.0,26.0,0.0,2.0,135000.0
235931,alessandro deiola,1.0,8.0,1995.0,San Gavino Monreale,Italy,1995-08-01,midfield - Central Midfield,190.0,right,Italy,,IT1,2021,cagliari calcio,italy,1000000.0,2014-07-01,2024-06-30,,,,,Mino Raiola,alessandro deiola,alessandro,deiola,a,italy,CM,Midfielder,Outfielder,26.0,18.0,7.0,2.0,900000.0
236045,denis bouanga,11.0,11.0,1994.0,Le Mans,France,1994-11-11,attack - Left Winger,180.0,right,,France,FR1,2021,as saint-étienne,france,9000000.0,2019-07-09,2023-06-30,,,,,,denis bouanga,denis,bouanga,d,france,LW,Forward,Outfielder,26.0,24.0,2.0,1.0,8100000.0
236400,léo dubois,14.0,9.0,1994.0,Segré,France,1994-09-14,Defender - Right-Back,178.0,right,France,,FR1,2021,olympique lyon,france,16000000.0,2018-07-01,2024-06-30,,,,,Michael Manuello,leo dubois,leo,dubois,l,france,RB,Defender,Outfielder,26.0,23.0,3.0,2.0,14400000.0
236471,ozan tufan,23.0,3.0,1995.0,Bursa,Turkey,1995-03-23,midfield - Central Midfield,182.0,right,Turkey,,GB1,2021,watford fc,england,11000000.0,2021-08-19,2023-06-30,Obligation to buy with conditions,fenerbahce sk,turkey,2022-06-30,FutureBall,ozan tufan,ozan,tufan,o,england,CM,Midfielder,Outfielder,26.0,26.0,0.0,1.0,9900000.0
236490,ola aina,8.0,10.0,1996.0,London,England,1996-10-08,Defender - Right-Back,184.0,right,,England,IT1,2021,torino fc,italy,6000000.0,2019-07-01,2023-06-30,,,,,Elite Project Group Ltd,ola aina,ola,aina,o,italy,RB,Defender,Outfielder,24.0,22.0,2.0,1.0,5400000.0
236510,sheyi ojo,19.0,6.0,1997.0,Hemel Hempstead,England,1997-06-19,attack - Right Winger,179.0,left,,Nigeria,GB1,2021,liverpool fc,england,3000000.0,2015-07-07,2023-06-30,,,,,Elite Project Group Ltd,sheyi ojo,sheyi,ojo,s,england,RW,Forward,Outfielder,24.0,18.0,6.0,1.0,2700000.0
236953,sam byram,16.0,9.0,1993.0,Thurrock,England,1993-09-16,Defender - Right-Back,183.0,right,England,,GB1,2021,norwich city,england,2000000.0,2019-07-16,2023-06-30,,,,,InterLex Sport,sam byram,sam,byram,s,england,RB,Defender,Outfielder,27.0,25.0,2.0,1.0,1800000.0
236956,soufiane chakla,2.0,9.0,1993.0,Kenitra,Morocco,1993-09-02,Defender - Centre-Back,188.0,right,,Spain,ES1,2021,oud-heverlee leuven,belgium,800000.0,2021-08-27,2024-06-30,,,,,,soufiane chakla,soufiane,chakla,s,belgium,CB,Defender,Outfielder,27.0,28.0,0.0,2.0,720000.0
236981,timo hübers,20.0,7.0,1996.0,Hildesheim,Germany,1996-07-20,Defender - Centre-Back,190.0,right,Germany,,L1,2021,1. fc köln,germany,1800000.0,2021-07-01,2023-06-30,,,,,TBSportmarketing GmbH,timo hubers,timo,hubers,t,germany,CB,Defender,Outfielder,25.0,24.0,0.0,1.0,1620000.0
237164,ihlas bebou,23.0,4.0,1994.0,Aledjo Kadara,Togo,1994-04-23,attack - Right Winger,183.0,right,,Germany,L1,2021,tsg 1899 hoffenheim,germany,16000000.0,2019-07-01,2023-06-30,,,,,Relatives,ihlas bebou,ihlas,bebou,i,germany,RW,Forward,Outfielder,27.0,25.0,2.0,1.0,14400000.0
237499,aleksandar sedlar,13.0,12.0,1991.0,Novi Sad,Jugoslawien (SFR),1991-12-13,Defender - Centre-Back,180.0,,Serbia,,ES1,2021,rcd mallorca,spain,500000.0,2019-07-12,2023-06-30,,,,,CSGG,aleksandar sedlar,aleksandar,sedlar,a,spain,CB,Defender,Outfielder,29.0,27.0,2.0,1.0,450000.0
237662,breel embolo,14.0,2.0,1997.0,Yaoundé,Cameroon,1997-02-14,attack - Centre-Forward,187.0,right,,Cameroon,L1,2021,borussia mönchengladbach,germany,16000000.0,2019-07-01,2023-06-30,,,,,ESHA,breel embolo,breel,embolo,b,germany,ST,Forward,Outfielder,24.0,22.0,2.0,1.0,14400000.0
237669,dereck kutesa,6.0,12.0,1997.0,Genf,Switzerland,1997-12-06,attack - Left Winger,178.0,right,,Angola,FR1,2021,sv zulte waregem,belgium,2000000.0,2021-08-25,2023-06-30,Option to buy,stade reims,france,2022-06-30,,dereck kutesa,dereck,kutesa,d,belgium,LW,Forward,Outfielder,23.0,23.0,0.0,1.0,1800000.0
238223,ederson,17.0,8.0,1993.0,Osasco (SP),Brazil,1993-08-17,Goalkeeper,188.0,left,,Portugal,GB1,2021,manchester city,england,50000000.0,2017-07-01,2025-06-30,,,,,Gestifute,ederson,ederson,ederson,e,england,GK,Goalkeeper,Goalkeeper,28.0,23.0,4.0,3.0,45000000.0
238266,duje caleta-car,17.0,9.0,1996.0,Šibenik,Croatia,1996-09-17,Defender - Centre-Back,192.0,right,Croatia,,FR1,2021,olympique marseille,france,25000000.0,2018-07-20,2023-06-30,,,,,ICM Stellar Sports,duje caleta-car,duje,caleta-car,d,france,CB,Defender,Outfielder,24.0,21.0,3.0,1.0,22500000.0
238407,alexander sörloth,5.0,12.0,1995.0,Trondheim,Norway,1995-12-05,attack - Centre-Forward,194.0,left,Norway,,L1,2021,real sociedad,spain,16000000.0,2021-08-25,2025-06-30,,rb leipzig,germany,2022-06-30,Keypass AS,alexander sorloth,alexander,sorloth,a,spain,ST,Forward,Outfielder,25.0,25.0,0.0,3.0,14400000.0
238537,wladimiro falcone,12.0,4.0,1995.0,Roma,Italy,1995-04-12,Goalkeeper,195.0,right,Italy,,IT1,2021,uc sampdoria,italy,2200000.0,2014-01-21,2024-06-30,,,,,,wladimiro falcone,wladimiro,falcone,w,italy,GK,Goalkeeper,Goalkeeper,26.0,18.0,7.0,2.0,1980000.0
238626,laurent abergel,1.0,2.0,1993.0,Marseille,France,1993-02-01,midfield - Defensive Midfield,170.0,right,France,,FR1,2021,fc lorient,france,2500000.0,2019-07-26,2025-06-30,,,,,Just 4 player Group,laurent abergel,laurent,abergel,l,france,CDM,Midfielder,Outfielder,28.0,26.0,2.0,3.0,2250000.0
238639,steve mounié,29.0,9.0,1994.0,Parakou,Benin,1994-09-29,attack - Centre-Forward,190.0,right,,France,FR1,2021,stade brestois 29,france,7000000.0,2020-09-09,2024-06-30,,,,,Soccermax,steve mounie,steve,mounie,s,france,ST,Forward,Outfielder,26.0,25.0,0.0,2.0,6300000.0
238752,keita baldé,8.0,3.0,1995.0,Arbùcies,Spain,1995-03-08,attack - Left Winger,181.0,both,,Spain,FR1,2021,as monaco,monaco,8000000.0,2017-08-29,2022-06-30,,,,,P&P Sport Management S.A.M.,keita balde,keita,balde,k,monaco,LW,Forward,Outfielder,26.0,22.0,4.0,0.0,7200000.0
238868,rubén peña,18.0,7.0,1991.0,Ávila,Spain,1991-07-18,Defender - Right-Back,170.0,right,Spain,,ES1,2021,villarreal cf,spain,4000000.0,2019-07-04,2024-06-30,,,,,,ruben pena,ruben,pena,r,spain,RB,Defender,Outfielder,30.0,27.0,2.0,2.0,3600000.0
238950,francesco di mariano,20.0,4.0,1996.0,Palermo,Italy,1996-04-20,attack - Left Winger,177.0,right,Italy,,IT1,2021,us lecce,italy,800000.0,2021-08-27,2024-06-30,,,,,Italian Managers Group s.r.l.,francesco di mariano,francesco,mariano,f,italy,LW,Forward,Outfielder,25.0,25.0,0.0,2.0,720000.0
238993,simone scuffet,31.0,5.0,1996.0,Udine,Italy,1996-05-31,Goalkeeper,193.0,right,Italy,,IT1,2021,udinese calcio,italy,800000.0,2013-07-01,2022-06-30,,,,,P&P Sport Management S.A.M.,simone scuffet,simone,scuffet,s,italy,GK,Goalkeeper,Goalkeeper,25.0,17.0,8.0,0.0,720000.0
239099,pietro ceccaroni,21.0,12.0,1995.0,Sarzana,Italy,1995-12-21,Defender - Centre-Back,188.0,left,Italy,,IT1,2021,venezia fc,italy,1500000.0,2020-09-01,2024-06-30,,,,,Italian Managers Group s.r.l.,pietro ceccaroni,pietro,ceccaroni,p,italy,CB,Defender,Outfielder,25.0,24.0,0.0,2.0,1350000.0
239743,przemyslaw frankowski,12.0,4.0,1995.0,Gdańsk,Poland,1995-04-12,attack - Right Winger,176.0,right,Poland,,FR1,2021,rc lens,france,2000000.0,2021-08-05,2026-06-30,,,,,11-Football Players,przemyslaw frankowski,przemyslaw,frankowski,p,france,RW,Forward,Outfielder,26.0,26.0,0.0,4.0,1800000.0
239802,adam marusic,17.0,10.0,1992.0,Beograd,Yugoslavia (Republic),1992-10-17,midfield - Right Midfield,185.0,right,,Serbia,IT1,2021,ss lazio,italy,10000000.0,2017-07-01,2022-06-30,,,,,DOO Magnum,adam marusic,adam,marusic,a,italy,RM,Midfielder,Outfielder,28.0,24.0,4.0,0.0,9000000.0
239941,lukas haraslin,26.0,5.0,1996.0,Bratislava,Slovakia,1996-05-26,attack - Left Winger,182.0,right,Slovakia,,IT1,2021,us sassuolo,italy,1300000.0,2020-09-01,2023-06-30,,,,,CSM Agency,lukas haraslin,lukas,haraslin,l,italy,LW,Forward,Outfielder,25.0,24.0,0.0,1.0,1170000.0
239962,denis vavro,10.0,4.0,1996.0,Partizánske,Slovakia,1996-04-10,Defender - Centre-Back,189.0,right,Slovakia,,IT1,2021,ss lazio,italy,4000000.0,2019-07-04,2024-06-30,,,,,IFManagement,denis vavro,denis,vavro,d,italy,CB,Defender,Outfielder,25.0,23.0,2.0,2.0,3600000.0
240219,lorenzo venuti,12.0,4.0,1995.0,Montevarchi,Italy,1995-04-12,Defender - Right-Back,179.0,right,Italy,,IT1,2021,acf fiorentina,italy,3000000.0,2014-07-01,2024-06-30,,,,,,lorenzo venuti,lorenzo,venuti,l,italy,RB,Defender,Outfielder,26.0,19.0,7.0,2.0,2700000.0
240274,anderson lucoqui,6.0,7.0,1997.0,Zweibrücken,Germany,1997-07-06,Defender - Left-Back,180.0,left,,Germany,L1,2021,1.fsv mainz 05,germany,1000000.0,2021-07-01,2024-06-30,,,,,AL Performance Team,anderson lucoqui,anderson,lucoqui,a,germany,LB,Defender,Outfielder,24.0,24.0,0.0,2.0,900000.0
240306,bruno fernandes,8.0,9.0,1994.0,Maia,Portugal,1994-09-08,midfield - Attacking Midfield,179.0,right,Portugal,,GB1,2021,manchester united,england,90000000.0,2020-01-29,2025-06-30,player option 1 year,,,,MRP.POSITIONUMBER,bruno fernandes,bruno,fernandes,b,england,CAM,Midfielder,Outfielder,26.0,25.0,1.0,3.0,81000000.0
240349,cristiano lombardi,19.0,8.0,1995.0,Viterbo,Italy,1995-08-19,attack - Right Winger,180.0,right,Italy,,IT1,2021,,,,,,,,,,,cristiano lombardi,cristiano,lombardi,c,,RW,Forward,Outfielder,26.0,,,,
240357,luca palmiero,1.0,5.0,1996.0,Mugnano di Napoli,Italy,1996-05-01,midfield - Defensive Midfield,177.0,right,Italy,,IT1,2021,,,,,,,,,,,luca palmiero,luca,palmiero,l,,CDM,Midfielder,Outfielder,25.0,,,,
240360,esteban saveljich,20.0,5.0,1991.0,Tandil,Argentina,1991-05-20,Defender - Centre-Back,187.0,right,,Argentina,ES1,2021,rayo vallecano,spain,600000.0,2019-07-26,2023-06-30,,,,,,esteban saveljich,esteban,saveljich,e,spain,CB,Defender,Outfielder,30.0,28.0,2.0,1.0,540000.0
240414,alex meret,22.0,3.0,1997.0,Udine,Italy,1997-03-22,Goalkeeper,190.0,left,Italy,,IT1,2021,ssc napoli,italy,20000000.0,2019-07-01,2023-06-30,,,,,P&P Sport Management S.A.M.,alex meret,alex,meret,a,italy,GK,Goalkeeper,Goalkeeper,24.0,22.0,2.0,1.0,18000000.0
240692,reinildo mandava,21.0,1.0,1994.0,Beira,Mozambique,1994-01-21,Defender - Left-Back,180.0,left,Mozambique,,FR1,2021,losc lille,france,9000000.0,2019-07-01,2022-06-30,,,,,Blueprivate Investimentos Lda,reinildo mandava,reinildo,mandava,r,france,LB,Defender,Outfielder,27.0,25.0,2.0,0.0,8100000.0
240934,filippo bandinelli,29.0,3.0,1995.0,Firenze,Italy,1995-03-29,midfield - Central Midfield,180.0,left,Italy,,IT1,2021,fc empoli,italy,700000.0,2019-07-13,2023-06-30,,,,,PLAYER MANAGEMENT SRL,filippo bandinelli,filippo,bandinelli,f,italy,CM,Midfielder,Outfielder,26.0,24.0,2.0,1.0,630000.0
241076,emmanuel gyasi,11.0,1.0,1994.0,Palermo,Italy,1994-01-11,attack - Left Winger,181.0,right,,Italy,IT1,2021,spezia calcio,italy,2500000.0,2016-08-09,2023-06-30,,,,,,emmanuel gyasi,emmanuel,gyasi,e,italy,LW,Forward,Outfielder,27.0,22.0,5.0,1.0,2250000.0
241229,jordan amavi,9.0,3.0,1994.0,Toulon,France,1994-03-09,Defender - Left-Back,176.0,left,,Senegal,FR1,2021,olympique marseille,france,9000000.0,2018-07-01,2025-06-30,,,,,Classico Sports Management,jordan amavi,jordan,amavi,j,france,LB,Defender,Outfielder,27.0,24.0,3.0,3.0,8100000.0
241391,oussama idrissi,26.0,2.0,1996.0,Bergen op Zoom,Netherlands,1996-02-26,attack - Left Winger,175.0,right,,Netherlands,ES1,2021,sevilla fc,spain,8000000.0,2020-10-05,2025-06-30,,,,,HCM Sports Management,oussama idrissi,oussama,idrissi,o,spain,LW,Forward,Outfielder,25.0,24.0,0.0,3.0,7200000.0
241481,jairo riedewald,9.0,9.0,1996.0,Haarlem,Netherlands,1996-09-09,midfield - Defensive Midfield,182.0,left,,Suriname,GB1,2021,crystal palace,england,8000000.0,2017-07-24,2024-06-30,,,,,SEG,jairo riedewald,jairo,riedewald,j,england,CDM,Midfielder,Outfielder,24.0,20.0,4.0,2.0,7200000.0
241527,federico bonazzoli,21.0,5.0,1997.0,Manerbio,Italy,1997-05-21,attack - Centre-Forward,182.0,left,Italy,,IT1,2021,us salernitana 1919,italy,4000000.0,2021-08-03,2025-06-30,Buy-option with buy-back option,uc sampdoria,italy,2022-06-30,TMP SOCCER srl,federico bonazzoli,federico,bonazzoli,f,italy,ST,Forward,Outfielder,24.0,24.0,0.0,3.0,3600000.0
241641,bernardo silva,10.0,8.0,1994.0,Lisboa,Portugal,1994-08-10,midfield - Attacking Midfield,173.0,left,Portugal,,GB1,2021,manchester city,england,70000000.0,2017-07-01,2025-06-30,,,,,Gestifute,bernardo silva,bernardo,silva,b,england,CAM,Midfielder,Outfielder,27.0,22.0,4.0,3.0,63000000.0
241889,antonio barreca,18.0,3.0,1995.0,Torino,Italy,1995-03-18,Defender - Left-Back,183.0,left,Italy,,FR1,2021,us lecce,italy,2000000.0,2021-08-27,2023-06-30,,as monaco,france,2022-06-30,P&P Sport Management S.A.M.,antonio barreca,antonio,barreca,a,italy,LB,Defender,Outfielder,26.0,26.0,0.0,1.0,1800000.0
241923,lorenzo montipò,20.0,2.0,1996.0,Novara,Italy,1996-02-20,Goalkeeper,191.0,right,Italy,,IT1,2021,hellas verona,italy,3500000.0,2021-07-20,2023-06-30,Obligation to buy with conditions,benevento calcio,italy,2022-06-30,Alberto Jimmy Fontana,lorenzo montipo,lorenzo,montipo,l,italy,GK,Goalkeeper,Goalkeeper,25.0,25.0,0.0,1.0,3150000.0
241974,nils-jonathan körber,13.0,11.0,1996.0,Berlin,Germany,1996-11-13,Goalkeeper,189.0,right,Germany,,L1,2021,hertha bsc,germany,350000.0,2015-07-01,2022-06-30,,,,,EMG Mundial,nils-jonathan korber,nils-jonathan,korber,n,germany,GK,Goalkeeper,Goalkeeper,24.0,18.0,6.0,0.0,315000.0
242086,patrik schick,24.0,1.0,1996.0,Praha,Czech Republic,1996-01-24,attack - Centre-Forward,191.0,left,Czech Republic,,L1,2021,bayer 04 leverkusen,germany,28000000.0,2020-09-08,2025-06-30,,,,,"International Sport Management, s.r.o.",patrik schick,patrik,schick,p,germany,ST,Forward,Outfielder,25.0,24.0,0.0,3.0,25200000.0
242273,pedro chirivella,23.0,5.0,1997.0,Valencia,Spain,1997-05-23,midfield - Defensive Midfield,178.0,right,Spain,,FR1,2021,fc nantes,france,3200000.0,2020-07-01,2023-06-30,,,,,Promoesport,pedro chirivella,pedro,chirivella,p,france,CDM,Midfielder,Outfielder,24.0,23.0,1.0,1.0,2880000.0
242359,juan musso,6.0,5.0,1994.0,San Nicolás,Argentina,1994-05-06,Goalkeeper,191.0,right,,Italy,IT1,2021,atalanta bc,italy,20000000.0,2021-07-02,2025-06-30,,,,,Vicente Montes (Abogados),juan musso,juan,musso,j,italy,GK,Goalkeeper,Goalkeeper,27.0,27.0,0.0,3.0,18000000.0
242497,pere pons,20.0,2.0,1993.0,Sant Martí Vell,Spain,1993-02-20,midfield - Defensive Midfield,177.0,right,Spain,,ES1,2021,deportivo alavés,spain,3500000.0,2019-07-04,2022-06-30,,,,,Promoesport,pere pons,pere,pons,p,spain,CDM,Midfielder,Outfielder,28.0,26.0,2.0,0.0,3150000.0
242532,rober ibáñez,22.0,3.0,1993.0,Valencia,Spain,1993-03-22,attack - Right Winger,175.0,right,Spain,,ES1,2021,ca osasuna,spain,500000.0,2019-08-12,2023-06-30,,,,,InterStarDeporte,rober ibanez,rober,ibanez,r,spain,RW,Forward,Outfielder,28.0,26.0,2.0,1.0,450000.0
242631,alex iwobi,3.0,5.0,1996.0,Lagos,Nigeria,1996-05-03,attack - Left Winger,183.0,right,,England,GB1,2021,everton fc,england,22000000.0,2019-08-08,2024-06-30,,,,,Elite Project Group Ltd,alex iwobi,alex,iwobi,a,england,LW,Forward,Outfielder,25.0,23.0,2.0,2.0,19800000.0
242940,edoardo goldaniga,2.0,11.0,1993.0,Milano,Italy,1993-11-02,Defender - Centre-Back,193.0,right,Italy,,IT1,2021,us sassuolo,italy,2000000.0,2017-07-29,2022-06-30,,,,,Gr Sports,edoardo goldaniga,edoardo,goldaniga,e,italy,CB,Defender,Outfielder,27.0,23.0,4.0,0.0,1800000.0
243028,jan bednarek,12.0,4.0,1996.0,Słupca,Poland,1996-04-12,Defender - Centre-Back,189.0,right,Poland,,GB1,2021,southampton fc,england,25000000.0,2017-07-01,2025-06-30,,,,,Fabryka Futbolu,jan bednarek,jan,bednarek,j,england,CB,Defender,Outfielder,25.0,21.0,4.0,3.0,22500000.0
243188,lászlo bénes,9.0,9.0,1997.0,Dunajská Streda,Slovakia,1997-09-09,midfield - Central Midfield,181.0,left,Slovakia,,L1,2021,borussia mönchengladbach,germany,4000000.0,2016-07-01,2024-06-30,,,,,Stars & Friends,laszlo benes,laszlo,benes,l,germany,CM,Midfielder,Outfielder,23.0,18.0,5.0,2.0,3600000.0
243225,samuel mraz,13.0,5.0,1997.0,Malacky,Slovakia,1997-05-13,attack - Centre-Forward,183.0,right,Slovakia,,IT1,2021,spezia calcio,italy,500000.0,2021-08-09,2024-06-30,,,,,FairSport,samuel mraz,samuel,mraz,s,italy,ST,Forward,Outfielder,24.0,24.0,0.0,2.0,450000.0
243606,anastasios donis,29.0,8.0,1996.0,Blackburn,England,1996-08-29,attack - Centre-Forward,178.0,right,,England,FR1,2021,stade reims,france,1000000.0,2020-07-01,2024-06-30,,,,,ROGON,anastasios donis,anastasios,donis,a,france,ST,Forward,Outfielder,25.0,23.0,1.0,2.0,900000.0
243714,kingsley coman,13.0,6.0,1996.0,Paris,France,1996-06-13,attack - Left Winger,180.0,right,,Guadeloupe,L1,2021,bayern munich,germany,65000000.0,2017-07-01,2023-06-30,,,,,Relatives,kingsley coman,kingsley,coman,k,germany,LW,Forward,Outfielder,25.0,21.0,4.0,1.0,58500000.0
243737,roli pereira de sa,10.0,12.0,1996.0,Mantes-la-Jolie,France,1996-12-10,midfield - Attacking Midfield,177.0,right,,Portugal,FR1,2021,fc nantes,france,300000.0,2019-12-04,2022-06-30,Option for a further year,,,,GFOOT,roli pereira de sa,roli,sa,r,france,CAM,Midfielder,Outfielder,24.0,22.0,1.0,0.0,270000.0
244192,pierluigi gollini,18.0,3.0,1995.0,Bologna,Italy,1995-03-18,Goalkeeper,194.0,right,Italy,,GB1,2021,tottenham hotspur,england,17000000.0,2021-07-24,2023-06-30,Option to buy,atalanta bc,italy,2022-06-30,Gr Sports,pierluigi gollini,pierluigi,gollini,p,england,GK,Goalkeeper,Goalkeeper,26.0,26.0,0.0,1.0,15300000.0
244940,salih özcan,11.0,1.0,1998.0,Köln,Germany,1998-01-11,midfield - Central Midfield,182.0,right,Germany,,L1,2021,1. fc köln,germany,3500000.0,2016-07-01,2023-06-30,,,,,Dirk Hebel,salih ozcan,salih,ozcan,s,germany,CM,Midfielder,Outfielder,23.0,18.0,5.0,1.0,3150000.0
245014,enis bardhi,2.0,7.0,1995.0,Skopje,Macedonia,1995-07-02,midfield - Attacking Midfield,172.0,right,North Macedonia,,ES1,2021,levante ud,spain,15000000.0,2017-07-17,2022-06-30,club option 2 years,,,,,enis bardhi,enis,bardhi,e,spain,CAM,Midfielder,Outfielder,26.0,22.0,4.0,0.0,13500000.0
245056,sasa lukic,13.0,8.0,1996.0,Šabac,Yugoslavia (Republic),1996-08-13,midfield - Central Midfield,183.0,right,Serbia,,IT1,2021,torino fc,italy,5000000.0,2016-07-29,2024-06-30,,,,,Friends & Football International LLC,sasa lukic,sasa,lukic,s,italy,CM,Midfielder,Outfielder,25.0,19.0,5.0,2.0,4500000.0
245744,takuma asano,10.0,11.0,1994.0,"Komono, Mie",Japan,1994-11-10,attack - Right Winger,173.0,right,Japan,,L1,2021,vfl bochum,germany,3000000.0,2021-07-01,2024-06-30,,,,,"JEB ENTERTAINMENT Co.,Ltd.",takuma asano,takuma,asano,t,germany,RW,Forward,Outfielder,26.0,26.0,0.0,2.0,2700000.0
