Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles.Tkl,Tackles.TklW,Tackles.Def 3rd,Tackles.Mid 3rd,Tackles.Att 3rd,Vs Dribbles.Tkl,Vs Dribbles.Att,Vs Dribbles.Tkl%,Vs Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures.%,Pressures.Def 3rd,Pressures.Mid 3rd,Pressures.Att 3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Clr,Err
304,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,28,1991,19.0,2.37,1.26,1.53,0.58,0.26,1.00,2.47,40.4,1.47,17.8,4.47,25.1,7.95,7.32,2.58,1.95,0.26,0.00,1.68,1.37,2.63,0.05
305,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,29,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Brighton,28,1990,18.4,2.12,1.52,0.54,0.98,0.60,0.43,1.90,22.9,1.47,18.7,6.03,32.3,4.57,8.97,5.16,2.01,0.27,0.05,1.74,0.87,1.09,0.00
307,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,22,1996,19.9,0.70,0.50,0.10,0.30,0.30,0.00,0.25,0.0,0.25,15.7,3.92,24.9,0.85,7.29,7.59,0.90,0.30,0.00,0.60,0.20,1.31,0.00
308,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,35,1984,1.8,0.56,0.56,0.00,0.56,0.00,0.00,0.56,0.0,0.56,4.44,3.33,75.0,1.67,2.78,0.00,1.67,1.11,0.00,0.56,1.11,8.89,0.00
309,Ravel Morrison\Ravel-Morrison,eng ENG,MF,Sheffield Utd,26,1993,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,30.0,10.0,33.3,0.00,10.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,20,1999,25.6,1.68,1.13,0.55,0.66,0.47,0.51,1.48,34.2,0.98,23.5,6.52,27.8,3.83,10.7,8.95,0.82,0.04,0.00,0.78,0.51,0.51,0.00
311,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,26,1992,18.7,1.66,1.07,0.32,0.75,0.59,0.48,2.41,20.0,1.93,21.6,5.72,26.5,3.37,12.1,6.10,1.55,0.11,0.00,1.44,0.70,0.80,0.00
312,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,23,1996,11.3,0.97,0.35,0.18,0.44,0.35,0.18,0.44,40.0,0.27,23.1,6.11,26.4,0.80,9.12,13.2,0.71,0.27,0.00,0.44,0.09,0.18,0.00
313,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,32,1986,27.1,2.88,1.77,1.29,1.29,0.30,1.37,4.61,29.6,3.25,28.5,6.94,24.3,9.63,15.8,3.14,1.96,0.44,0.00,1.51,1.40,0.81,0.07
314,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,35,1983,7.8,0.38,0.26,0.00,0.26,0.13,0.00,0.51,0.0,0.51,15.3,3.72,24.4,1.03,7.44,6.79,0.64,0.13,0.00,0.51,0.13,0.90,0.00
315,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,27,1992,6.9,0.87,0.58,0.72,0.14,0.00,0.00,0.72,0.0,0.72,5.65,2.03,35.9,3.04,2.61,0.00,1.59,0.58,0.00,1.01,1.74,9.57,0.14
316,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FWMF,Newcastle Utd,27,1992,2.2,1.36,0.91,0.00,1.36,0.00,0.00,1.36,0.0,1.36,23.2,5.91,25.5,3.18,10.5,9.55,0.45,0.00,0.00,0.45,0.00,0.00,0.00
317,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,24,1995,0.0,0,0,0,0,0,0,1,0.0,1,7,3,42.9,0,2,5,0,0,0,0,0,0,0
318,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,25,1994,18.2,3.41,2.53,1.65,1.59,0.16,0.71,3.30,21.7,2.58,24.3,8.35,34.3,10.7,11.9,1.76,2.91,0.55,0.00,2.36,1.87,1.65,0.05
319,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,22,1996,21.0,4.05,2.62,1.95,1.62,0.48,1.33,3.86,34.6,2.52,25.6,8.24,32.2,9.57,13.5,2.52,2.52,0.24,0.00,2.29,3.10,3.05,0.00
320,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,22,1996,10.5,2.38,1.62,0.95,1.33,0.10,0.86,2.38,36.0,1.52,20.9,5.05,24.2,7.14,10.2,3.52,2.38,0.38,0.00,2.00,1.14,0.76,0.00
321,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,19,1999,5.1,1.76,0.98,1.18,0.39,0.20,1.18,2.16,54.5,0.98,24.1,4.12,17.1,7.84,11.0,5.29,2.35,0.20,0.00,2.16,0.59,0.39,0.00
322,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,19,2000,8.1,0.74,0.37,0.12,0.62,0.00,0.12,1.48,8.3,1.36,25.8,7.16,27.8,5.43,13.1,7.28,0.49,0.00,0.00,0.49,0.74,0.49,0.00
323,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,22,1997,25.3,1.94,1.26,0.87,0.95,0.12,1.03,3.28,31.3,2.25,21.8,5.18,23.7,9.60,10.9,1.30,1.90,0.24,0.00,1.66,1.66,1.66,0.00
324,Jeremy Ngakia\Jeremy-Ngakia,eng ENG,DF,West Ham,18,2000,4.0,4.00,2.75,3.50,0.50,0.00,1.25,4.25,29.4,3.00,23.0,7.25,31.5,16.5,6.25,0.25,2.00,0.00,0.00,2.00,1.25,3.50,0.00
325,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,29,1990,0.2,20.0,5.00,0.00,10.0,10.0,10.0,10.0,100.0,0.00,45.0,5.00,11.1,5.00,25.0,15.0,10.0,0.00,0.00,10.0,5.00,0.00,0.00
326,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,20,1999,2.8,1.07,0.36,0.36,0.36,0.36,0.00,1.43,0.0,1.43,22.9,3.93,17.2,0.71,9.64,12.5,0.71,0.00,0.00,0.71,0.00,0.71,0.00
327,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,32,1987,23.9,1.72,1.17,0.75,0.88,0.08,0.54,2.55,21.3,2.01,18.5,4.81,26.1,6.19,9.33,2.93,1.00,0.17,0.00,0.84,0.88,0.50,0.00
328,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,28,1991,26.5,2.34,1.36,1.32,0.83,0.19,0.79,2.87,27.6,2.08,18.3,5.02,27.5,8.45,7.77,2.04,1.43,0.45,0.00,0.98,1.55,2.00,0.00
329,Ørjan Nyland\Orjan-Nyland,no NOR,GK,Aston Villa,28,1990,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,25,1994,28.0,1.14,0.64,0.71,0.32,0.11,0.43,0.86,50.0,0.43,8.54,2.96,34.7,5.00,2.71,0.82,2.39,0.71,0.00,1.68,1.21,7.00,0.04
331,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,19,2000,5.4,0.74,0.37,0.19,0.19,0.37,0.56,2.22,25.0,1.67,26.7,7.78,29.2,3.15,9.44,14.1,0.56,0.00,0.00,0.56,0.56,0.00,0.00
332,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,31,1988,24.0,1.46,1.08,0.96,0.38,0.13,0.50,1.33,37.5,0.83,10.6,3.79,35.8,7.71,2.29,0.58,2.33,1.00,0.00,1.33,1.04,5.75,0.00
333,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,24,1995,5.7,2.46,1.75,0.35,1.23,0.88,0.70,1.05,66.7,0.35,21.6,7.19,33.3,2.63,9.12,9.82,0.70,0.00,0.00,0.70,0.53,0.88,0.00
334,Ben Osborn\Ben-Osborn,eng ENG,DFMF,Sheffield Utd,24,1994,1.4,4.29,2.86,4.29,0.00,0.00,2.14,5.00,42.9,2.86,32.9,9.29,28.3,17.1,10.0,5.71,4.29,0.71,0.00,3.57,0.00,2.86,0.00
335,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,31,1988,15.7,1.34,0.70,1.15,0.13,0.06,0.76,1.66,46.2,0.89,5.22,1.46,28.0,3.25,1.66,0.32,1.21,0.51,0.00,0.70,1.02,4.71,0.13
336,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,1993,12.3,1.46,0.81,0.33,0.73,0.41,0.33,1.63,20.0,1.30,23.9,7.40,31.0,5.45,11.0,7.48,1.95,0.16,0.00,1.79,1.38,0.41,0.00
337,Mesut Özil\Mesut-Ozil,de GER,MF,Arsenal,30,1988,16.1,0.81,0.62,0.56,0.25,0.00,0.12,1.18,10.5,1.06,18.9,3.91,20.7,4.16,11.1,3.73,0.56,0.00,0.00,0.56,0.31,0.19,0.00
338,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,24,1994,11.4,1.93,0.61,0.79,0.88,0.26,0.53,1.14,46.2,0.61,11.0,3.77,34.4,3.25,5.26,2.46,2.63,0.18,0.00,2.46,1.49,1.93,0.00
339,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,31,1988,18.9,1.22,0.69,0.90,0.26,0.05,0.58,1.32,44.0,0.74,9.58,2.70,28.2,6.40,2.91,0.26,2.17,1.16,0.00,1.01,0.74,5.71,0.00
340,Troy Parrott\Troy-Parrott,ie IRL,MF,Tottenham,17,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,40.0,20.0,50.0,20.0,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
341,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,31,1988,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.10,0.00,0.0,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03
342,Pedro\Pedro,es ESP,FW,Chelsea,32,1987,7.3,2.33,1.37,0.96,0.96,0.41,0.41,2.47,16.7,2.05,20.7,6.71,32.5,4.66,9.73,6.30,0.96,0.00,0.00,0.96,1.23,0.14,0.00
343,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,24,1995,17.7,1.47,0.96,0.62,0.68,0.17,0.51,1.13,45.0,0.62,16.9,4.12,24.4,4.41,7.51,4.97,0.96,0.06,0.00,0.90,0.40,0.11,0.00
344,Andreas Pereira\Andreas-Pereira,br BRA,MFFW,Manchester Utd,23,1996,16.1,1.30,0.75,0.25,0.68,0.37,0.62,2.55,24.4,1.93,26.2,7.02,26.8,4.78,14.4,7.02,1.43,0.00,0.00,1.43,0.37,0.31,0.00
345,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,25,1993,28.0,4.36,2.43,2.54,1.25,0.57,2.00,4.32,46.3,2.32,20.1,6.29,31.3,9.71,6.75,3.64,2.11,0.29,0.00,1.82,1.54,3.46,0.07
346,Roberto Pereyra\Roberto-Pereyra,ar ARG,FWMF,Watford,28,1991,14.7,0.95,0.61,0.48,0.27,0.20,0.27,1.50,18.2,1.22,18.3,4.83,26.4,4.08,8.64,5.58,2.04,0.07,0.00,1.97,0.48,0.34,0.00
347,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,26,1993,17.7,2.37,1.47,0.79,1.13,0.45,0.79,2.77,28.6,1.98,26.0,7.74,29.7,5.48,13.1,7.46,1.30,0.06,0.00,1.24,0.62,0.62,0.00
348,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,25,1994,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.0,0.10,0.21,0.10,50.0,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00
349,Brandon Pierrick\Brandon-Pierrick,eng ENG,DF,Crystal Palace,17,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00
350,Erik Pieters\Erik-Pieters,nl NED,DF,Burnley,30,1988,13.7,2.85,2.04,1.17,1.53,0.15,1.17,2.85,41.0,1.68,16.4,3.87,23.6,8.18,6.72,1.53,3.07,0.36,0.00,2.70,1.53,5.26,0.00
351,Daniel Podence\Daniel-Podence,pt POR,MFFW,Wolves,23,1995,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.0,2.00,28.0,10.0,35.7,6.00,16.0,6.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00
352,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,26,1993,5.8,2.41,1.55,1.21,1.21,0.00,0.86,2.07,41.7,1.21,15.9,6.55,41.3,5.52,7.93,2.41,0.69,0.17,0.00,0.52,0.34,1.38,0.00
353,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,27,1992,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.17,0.03,20.0,0.17,0.00,0.00,0.03,0.00,0.00,0.03,0.03,0.00,0.03
354,Dennis Praet\Dennis-Praet,be BEL,MF,Leicester City,25,1994,10.8,2.31,1.57,0.56,1.48,0.28,0.83,2.50,33.3,1.67,24.4,6.20,25.4,7.50,12.8,4.17,1.94,0.19,0.00,1.76,1.11,1.20,0.09
355,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,32,1987,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,0.0,3.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00
356,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,27,1991,26.0,2.00,1.38,0.96,0.85,0.19,0.73,2.31,31.7,1.58,16.2,5.04,31.2,6.23,8.15,1.77,1.15,0.27,0.00,0.88,0.85,1.31,0.00
357,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,29,1990,27.6,0.58,0.40,0.11,0.18,0.29,0.07,1.23,5.9,1.16,20.0,5.25,26.3,1.49,8.41,10.1,0.76,0.11,0.00,0.65,0.22,0.29,0.00
358,Christian Pulisic\Christian-Pulisic,us USA,FW,Chelsea,20,1998,12.0,1.83,1.08,1.08,0.58,0.17,0.75,2.17,34.6,1.42,22.0,6.25,28.4,5.58,10.5,5.92,1.00,0.00,0.00,1.00,0.33,0.50,0.00
359,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWMF,Watford,23,1995,0.6,10.0,5.00,5.00,3.33,1.67,5.00,13.3,37.5,8.33,53.3,10.0,18.8,23.3,28.3,1.67,5.00,1.67,1.67,3.33,5.00,5.00,0.00
360,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,19,1999,0.2,5.00,0.00,5.00,0.00,0.00,5.00,15.0,33.3,10.0,80.0,15.0,18.8,25.0,35.0,20.0,10.0,0.00,0.00,10.0,0.00,0.00,0.00
361,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,21,1998,28.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.0,0.07,0.18,0.00,0.0,0.18,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.04
362,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,32,1987,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,21,1997,20.9,0.48,0.19,0.00,0.29,0.19,0.33,0.96,35.0,0.62,14.3,3.40,23.7,1.39,6.41,6.51,0.53,0.00,0.00,0.53,0.29,0.72,0.00
364,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,25,1994,21.8,1.97,1.56,0.60,0.83,0.55,0.69,2.29,30.0,1.61,24.1,6.97,29.0,5.87,9.82,8.39,1.24,0.09,0.00,1.15,0.37,0.41,0.00
365,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,36,1982,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.0,0.17,0.67,0.17,25.0,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.33
366,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,20,1999,29.0,3.21,2.41,1.59,1.48,0.14,0.90,2.79,32.1,1.90,23.0,6.79,29.5,10.7,10.9,1.52,2.00,0.24,0.00,1.76,2.10,1.76,0.00
367,Richarlison\Richarlison,br BRA,FW,Everton,22,1997,26.2,2.14,1.41,0.80,0.88,0.46,0.69,1.95,35.3,1.26,22.4,6.03,27.0,3.47,10.5,8.40,1.07,0.19,0.00,0.88,0.38,1.45,0.00
368,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,26,1993,19.9,2.31,1.31,1.61,0.65,0.05,0.60,1.81,33.3,1.21,15.1,4.47,29.6,8.04,4.92,2.16,3.17,0.25,0.00,2.91,3.17,4.17,0.00
369,Jaïro Riedewald\Jairo-Riedewald,nl NED,DF,Crystal Palace,22,1996,6.8,1.62,1.18,0.74,0.74,0.15,1.03,1.76,58.3,0.74,13.2,4.56,34.4,6.62,5.00,1.62,1.32,0.29,0.00,1.03,1.76,2.50,0.00
370,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,29,1989,7.9,2.03,1.27,0.76,0.89,0.38,0.13,1.27,10.0,1.14,18.2,4.18,22.9,7.34,6.71,4.18,1.77,0.38,0.00,1.39,1.27,3.04,0.00
371,Roberto\Roberto,es ESP,GK,West Ham,33,1986,7.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
372,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,22,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,13.3,3.33,25.0,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,27.2,1.99,1.07,0.55,0.88,0.55,1.03,2.06,50.0,1.03,11.9,4.08,34.4,4.19,4.45,3.24,1.84,0.22,0.00,1.62,1.14,2.65,0.00
374,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,7.5,0.53,0.53,0.13,0.13,0.27,0.13,0.53,25.0,0.40,23.7,6.67,28.1,3.87,10.7,9.20,0.53,0.00,0.00,0.53,0.67,0.27,0.00
375,Rodri\Rodri,es ESP,MFDF,Manchester City,23,1996,21.7,2.49,1.75,0.92,1.20,0.37,0.97,2.44,39.6,1.47,17.1,4.93,28.8,5.58,9.22,2.35,0.92,0.28,0.00,0.65,1.11,2.35,0.00
376,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,15.3,1.76,0.92,0.46,0.85,0.46,0.26,2.16,12.1,1.90,30.7,8.17,26.7,4.05,13.3,13.3,2.16,0.59,0.00,1.57,0.33,0.20,0.00
377,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,1.3,1.54,0.77,0.77,0.77,0.00,0.00,2.31,0.0,2.31,12.3,3.08,25.0,4.62,6.92,0.77,0.77,0.77,0.00,0.00,0.00,6.92,0.00
378,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,14.5,3.17,2.14,1.24,1.66,0.28,1.72,4.83,35.7,3.10,24.3,7.45,30.7,9.52,12.0,2.76,2.76,0.62,0.00,2.14,1.45,2.83,0.00
379,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,29,1990,9.9,1.62,1.31,0.51,0.71,0.40,0.71,1.72,41.2,1.01,10.4,3.43,33.0,4.75,3.54,2.12,2.32,0.71,0.00,1.62,0.71,3.43,0.00
380,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,29,1990,3.9,2.31,1.28,1.03,1.28,0.00,0.77,2.05,37.5,1.28,10.0,2.56,25.6,6.15,3.08,0.77,1.28,0.26,0.00,1.03,0.77,2.05,0.00
381,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,12.5,2.08,1.28,1.28,0.72,0.08,0.72,1.12,64.3,0.40,7.92,2.64,33.3,5.12,2.64,0.16,1.84,0.56,0.00,1.28,0.48,5.92,0.00
382,Lukas Rupp\Lukas-Rupp,de GER,FW,Norwich City,28,1991,3.8,0.79,0.26,0.53,0.26,0.00,0.26,2.63,10.0,2.37,25.8,6.84,26.5,11.1,11.8,2.89,1.58,0.26,0.00,1.32,2.11,0.26,0.00
383,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.0,0.14,0.28,0.10,37.5,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.07
384,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,22,1997,14.2,0.77,0.35,0.56,0.07,0.14,0.28,1.13,25.0,0.85,13.3,3.17,23.8,3.94,5.42,3.94,1.41,0.21,0.00,1.20,0.56,0.14,0.00
385,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,22.1,2.31,1.00,1.58,0.72,0.00,0.86,1.63,52.8,0.77,12.4,4.16,33.5,7.92,4.21,0.32,1.95,0.77,0.00,1.18,1.54,7.24,0.05
386,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,17,2001,13.0,2.31,1.38,1.31,0.69,0.31,0.92,2.23,41.4,1.31,16.0,4.77,29.8,6.54,5.69,3.77,1.23,0.31,0.00,0.92,0.54,1.23,0.00
387,Mamadou Sakho\Mamadou-Sakho,fr FRA,DFMF,Crystal Palace,29,1990,5.2,0.96,0.58,0.58,0.19,0.19,0.00,0.38,0.0,0.38,4.04,1.15,28.6,3.27,0.77,0.00,0.96,0.19,0.00,0.77,2.31,6.15,0.00
388,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,27,1992,25.0,0.72,0.44,0.12,0.16,0.44,0.16,1.00,16.0,0.84,18.8,6.00,32.0,1.68,5.56,11.5,0.44,0.08,0.00,0.36,0.28,0.04,0.00
389,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,Aston Villa,26,1992,3.9,0.77,0.51,0.00,0.77,0.00,0.00,1.03,0.0,1.03,19.0,5.13,27.0,0.77,8.21,10.0,1.28,0.26,0.00,1.03,0.00,0.26,0.00
390,Carlos Sánchez\Carlos-Sanchez,co COL,MFDF,West Ham,33,1986,1.3,1.54,0.77,0.00,1.54,0.00,0.77,0.77,100.0,0.00,20.0,4.62,23.1,4.62,13.8,1.54,1.54,0.00,0.00,1.54,1.54,3.85,0.00
391,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,21.0,2.14,1.52,1.62,0.52,0.00,0.81,2.29,35.4,1.48,10.9,4.05,37.1,7.48,3.14,0.29,2.14,0.95,0.00,1.19,1.38,6.67,0.05
392,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,21,1998,13.6,1.32,1.03,0.66,0.37,0.29,0.15,1.03,14.3,0.88,20.7,5.15,24.8,5.15,9.12,6.47,0.81,0.22,0.00,0.59,0.66,0.37,0.00
393,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,27,1991,15.5,2.97,1.74,2.13,0.71,0.13,1.35,2.58,52.5,1.23,12.3,3.42,27.9,8.39,3.35,0.52,2.52,1.29,0.06,1.23,2.71,6.32,0.13
394,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,30,1989,3.2,1.56,1.25,1.25,0.00,0.31,0.00,0.94,0.0,0.94,12.8,4.06,31.7,7.19,3.75,1.88,2.19,0.00,0.00,2.19,1.88,5.31,0.00
395,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,26,1992,9.5,2.00,0.63,1.16,0.84,0.00,0.32,1.37,23.1,1.05,13.6,3.37,24.8,5.26,6.32,2.00,2.11,0.32,0.00,1.79,1.05,1.47,0.00
396,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.17,0.07,40.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
397,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,2.88,1.71,1.26,1.44,0.18,0.81,3.06,26.5,2.25,20.7,5.23,25.2,8.02,11.0,1.71,1.98,0.27,0.00,1.71,1.89,2.16,0.00
398,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,3.8,1.32,0.00,0.53,0.79,0.00,0.53,1.32,40.0,0.79,13.4,2.89,21.6,5.53,5.00,2.89,1.05,0.00,0.00,1.05,0.26,3.95,0.00
399,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,27,1991,1.9,0.53,0.00,0.00,0.53,0.00,0.00,0.00,,0.00,20.5,6.32,30.8,5.79,6.84,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00
400,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,7.4,1.08,0.54,0.41,0.27,0.41,0.00,0.41,0.0,0.41,20.5,4.59,22.4,1.35,9.19,10.0,0.27,0.00,0.00,0.27,0.14,0.00,0.00
401,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,24,1995,13.7,1.97,1.53,1.09,0.58,0.29,0.88,1.97,44.4,1.09,16.1,5.11,31.7,7.37,6.79,1.97,2.77,0.51,0.00,2.26,1.17,3.58,0.00
402,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,14.9,1.48,0.67,0.74,0.74,0.00,0.47,1.74,26.9,1.28,19.7,4.16,21.1,9.06,9.60,1.07,1.34,0.34,0.00,1.01,1.28,2.35,0.00
403,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,27,1992,18.2,4.56,2.14,2.58,1.15,0.82,1.87,3.96,47.2,2.09,20.3,5.99,29.5,10.2,6.87,3.24,1.76,0.11,0.00,1.65,2.14,2.25,0.00
404,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,22.2,2.30,1.76,0.50,1.22,0.59,0.99,3.38,29.3,2.39,25.4,6.26,24.6,5.99,13.5,5.95,1.53,0.05,0.00,1.49,1.08,0.54,0.05
405,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,16.6,1.75,1.20,0.72,0.54,0.48,0.60,2.29,26.3,1.69,19.5,5.72,29.4,3.01,8.55,7.89,1.81,0.06,0.00,1.75,1.08,0.54,0.00
406,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,14.0,1.36,0.71,0.21,0.64,0.50,0.71,1.71,41.7,1.00,16.4,5.00,30.4,1.79,7.71,6.93,0.93,0.07,0.00,0.86,0.50,0.36,0.00
