,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
15,Tiemoué Bakayoko,"€ 49,231","€ 2,560,000",DM,26,Reserve,"Jun 30, 2021",1-yr,"€ 2,560,000",Napoli,Serie A,2020-2021
16,Stanislav Lobotka,"€ 49,231","€ 2,560,000",DM,26,Reserve,"Jun 30, 2024",4-yrs,"€ 10,240,000",Napoli,Serie A,2020-2021
17,Amir Rrahmani,"€ 44,423","€ 2,310,000",CB,26,Reserve,"Jun 30, 2024",4-yrs,"€ 9,240,000",Napoli,Serie A,2020-2021
18,Nikola Maksimovic,"€ 42,692","€ 2,220,000",CB,29,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Napoli,Serie A,2020-2021
19,Eljif Elmas,"€ 36,923","€ 1,920,000",AM,21,Reserve,"Jun 30, 2025",5-yrs,"€ 9,600,000",Napoli,Serie A,2020-2021
20,Alex Meret,"€ 35,577","€ 1,850,000",GK,23,Starter,"Jun 30, 2023",3-yrs,"€ 5,550,000",Napoli,Serie A,2020-2021
21,David Ospina,"€ 34,423","€ 1,790,000",GK,32,Reserve,"Jun 30, 2022",2-yrs,"€ 3,580,000",Napoli,Serie A,2020-2021
22,Nikita Contini,"€ 10,769","€ 560,000",GK,24,Reserve,"Jun 30, 2025",5-yrs,"€ 2,800,000",Napoli,Serie A,2020-2021
0,Andrea Conti,"€ 71,154","€ 3,700,000",RB,26,Reserve,"Jun 30, 2021",1-yr,"€ 3,700,000",Parma,Serie A,2020-2021
1,Roberto Inglese,"€ 49,808","€ 2,590,000",CF,29,Reserve,"Jun 30, 2024",4-yrs,"€ 10,360,000",Parma,Serie A,2020-2021
2,Gervinho,"€ 46,346","€ 2,410,000",LW,33,Starter,"Jun 30, 2022",2-yrs,"€ 4,820,000",Parma,Serie A,2020-2021
3,Yann Karamoh,"€ 42,692","€ 2,220,000",RW,22,Starter,"Jun 30, 2023",3-yrs,"€ 6,660,000",Parma,Serie A,2020-2021
4,Andreas Cornelius,"€ 35,577","€ 1,850,000",CF,27,Reserve,"Jun 30, 2021",1-yr,"€ 1,850,000",Parma,Serie A,2020-2021
5,Jasmin Kurtic,"€ 35,577","€ 1,850,000",CM,32,Starter,"Jun 30, 2023",3-yrs,"€ 5,550,000",Parma,Serie A,2020-2021
6,Luigi Sepe,"€ 32,115","€ 1,670,000",GK,29,Starter,"Jun 30, 2024",4-yrs,"€ 6,680,000",Parma,Serie A,2020-2021
7,Alberto Grassi,"€ 32,115","€ 1,670,000",CM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 6,680,000",Parma,Serie A,2020-2021
8,Joshua Zirkzee,"€ 32,115","€ 1,670,000",CF,19,Reserve,"Jun 30, 2021",1-yr,"€ 1,670,000",Parma,Serie A,2020-2021
9,Juraj Kucka,"€ 29,615","€ 1,540,000",CM,33,Starter,"Jun 30, 2022",2-yrs,"€ 3,080,000",Parma,Serie A,2020-2021
10,Hernani,"€ 29,615","€ 1,540,000",DM,26,Reserve,"Jun 30, 2023",3-yrs,"€ 4,620,000",Parma,Serie A,2020-2021
11,Mattia Bani,"€ 25,000","€ 1,300,000",CB,27,Reserve,"Jun 30, 2021",1-yr,"€ 1,300,000",Parma,Serie A,2020-2021
12,Graziano Pellè,"€ 24,615","€ 1,280,000",CF,35,Starter,"Jun 30, 2021",1-yr,"€ 1,280,000",Parma,Serie A,2020-2021
13,Dennis Man,"€ 22,115","€ 1,150,000",RW,22,Reserve,"Jun 30, 2025",5-yrs,"€ 5,750,000",Parma,Serie A,2020-2021
14,Bruno Alves,"€ 21,346","€ 1,110,000",CB,39,Starter,"Jun 30, 2021",1-yr,"€ 1,110,000",Parma,Serie A,2020-2021
15,Wylan Cyprien,"€ 17,308","€ 900,000",CM,26,Reserve,"Jun 30, 2021",1-yr,"€ 900,000",Parma,Serie A,2020-2021
16,Vincent Laurini,"€ 17,115","€ 890,000",RB,31,Starter,"Jun 30, 2022",2-yrs,"€ 1,780,000",Parma,Serie A,2020-2021
17,Giuseppe Pezzella,"€ 15,962","€ 830,000",LB,23,Starter,"Jun 30, 2024",4-yrs,"€ 3,320,000",Parma,Serie A,2020-2021
18,Mattia Sprocati,"€ 15,962","€ 830,000",RW,27,Reserve,"Jun 30, 2023",3-yrs,"€ 2,490,000",Parma,Serie A,2020-2021
19,Riccardo Gagliolo,"€ 15,962","€ 830,000",LB,30,Reserve,"Jun 30, 2022",2-yrs,"€ 1,660,000",Parma,Serie A,2020-2021
20,Maxime Busi,"€ 14,808","€ 770,000",RB,21,Reserve,"Jun 30, 2025",5-yrs,"€ 3,850,000",Parma,Serie A,2020-2021
21,Yordan Osorio,"€ 13,654","€ 710,000",CB,26,Reserve,"Jun 30, 2024",4-yrs,"€ 2,840,000",Parma,Serie A,2020-2021
22,Juan Brunetta,"€ 12,308","€ 640,000",AM,23,Reserve,"Jun 30, 2022",2-yrs,"€ 1,280,000",Parma,Serie A,2020-2021
23,Lautaro Valenti,"€ 12,308","€ 640,000",CB,22,Reserve,"Jun 30, 2025",5-yrs,"€ 3,200,000",Parma,Serie A,2020-2021
24,Gastón Brugman,"€ 12,115","€ 630,000",DM,28,Starter,"Jun 30, 2023",3-yrs,"€ 1,890,000",Parma,Serie A,2020-2021
25,Simone Iacoponi,"€ 11,346","€ 590,000",CB,33,Starter,"Jun 30, 2022",2-yrs,"€ 1,180,000",Parma,Serie A,2020-2021
26,Valentin Mihăilă,"€ 11,154","€ 580,000",LW,21,Reserve,"Jun 30, 2025",5-yrs,"€ 2,900,000",Parma,Serie A,2020-2021
27,Hans Nicolussi Caviglia,"€ 10,769","€ 560,000",CM,20,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Parma,Serie A,2020-2021
28,Simon Sohm,"€ 9,808","€ 510,000",DM,19,Reserve,"Jun 30, 2025",5-yrs,"€ 2,550,000",Parma,Serie A,2020-2021
29,Vasilios Zagaritis,"€ 9,808","€ 510,000",LB,19,Reserve,"Jun 30, 2024",4-yrs,"€ 2,040,000",Parma,Serie A,2020-2021
30,Simone Colombi,"€ 7,115","€ 370,000",GK,29,Reserve,"Jun 30, 2022",2-yrs,"€ 740,000",Parma,Serie A,2020-2021
31,Filippo Rinaldi,"€ 2,885","€ 150,000",GK,18,Reserve,"Jun 30, 2023",3-yrs,"€ 450,000",Parma,Serie A,2020-2021
32,Botond Balogh,€ 769,"€ 40,000",CB,18,Reserve,"Jun 30, 2025",5-yrs,"€ 200,000",Parma,Serie A,2020-2021
33,Daan Dierckx,€ 769,"€ 40,000",CB,18,Reserve,"Jun 30, 2025",5-yrs,"€ 200,000",Parma,Serie A,2020-2021
0,Edin Dzeko,"€ 267,115","€ 13,890,000",CF,34,Starter,"Jun 30, 2022",2-yrs,"€ 27,780,000",Roma,Serie A,2020-2021
1,Javier Pastore,"€ 160,192","€ 8,330,000",AM,31,Reserve,"Jun 30, 2023",3-yrs,"€ 24,990,000",Roma,Serie A,2020-2021
2,Stephan El Shaarawy,"€ 106,923","€ 5,560,000",LW,28,Reserve,"Jun 30, 2023",3-yrs,"€ 16,680,000",Roma,Serie A,2020-2021
3,Leonardo Spinazzola,"€ 106,923","€ 5,560,000",LB,27,Starter,"Jun 30, 2024",4-yrs,"€ 22,240,000",Roma,Serie A,2020-2021
4,Jordan Veretout,"€ 106,923","€ 5,560,000",CM,27,Starter,"Jun 30, 2024",4-yrs,"€ 22,240,000",Roma,Serie A,2020-2021
5,Chris Smalling,"€ 93,654","€ 4,870,000",CB,31,Reserve,"Jun 30, 2023",3-yrs,"€ 14,610,000",Roma,Serie A,2020-2021
6,Amadou Diawara,"€ 89,038","€ 4,630,000",DM,23,Reserve,"Jun 30, 2024",4-yrs,"€ 18,520,000",Roma,Serie A,2020-2021
7,Federico Fazio,"€ 89,038","€ 4,630,000",CB,33,Reserve,"Jun 30, 2022",2-yrs,"€ 9,260,000",Roma,Serie A,2020-2021
8,Nicolò Zaniolo,"€ 89,038","€ 4,630,000",AM,21,Reserve,"Jun 30, 2024",4-yrs,"€ 18,520,000",Roma,Serie A,2020-2021
9,Henrikh Mkhitaryan,"€ 86,346","€ 4,490,000",AM,32,Starter,"Jun 30, 2022",2-yrs,"€ 8,980,000",Roma,Serie A,2020-2021
10,Lorenzo Pellegrini,"€ 81,923","€ 4,260,000",CM,24,Starter,"Jun 30, 2022",2-yrs,"€ 8,520,000",Roma,Serie A,2020-2021
11,Juan Jesus,"€ 78,269","€ 4,070,000",CB,29,Reserve,"Jun 30, 2021",1-yr,"€ 4,070,000",Roma,Serie A,2020-2021
12,Rick Karsdorp,"€ 78,269","€ 4,070,000",RB,25,Reserve,"Jun 30, 2025",5-yrs,"€ 20,350,000",Roma,Serie A,2020-2021
13,Pau López,"€ 74,038","€ 3,850,000",GK,26,Reserve,"Jun 30, 2024",4-yrs,"€ 15,400,000",Roma,Serie A,2020-2021
14,Pedro,"€ 74,038","€ 3,850,000",RW,33,Starter,"Jun 30, 2023",3-yrs,"€ 11,550,000",Roma,Serie A,2020-2021
15,Gianluca Mancini,"€ 71,154","€ 3,700,000",CB,24,Starter,"Jun 30, 2024",4-yrs,"€ 14,800,000",Roma,Serie A,2020-2021
16,Marash Kumbulla,"€ 64,038","€ 3,330,000",CB,20,Starter,"Jun 30, 2022",2-yrs,"€ 6,660,000",Roma,Serie A,2020-2021
17,Bryan Cristante,"€ 64,038","€ 3,330,000",CM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 13,320,000",Roma,Serie A,2020-2021
18,Bruno Peres,"€ 64,038","€ 3,330,000",RB,30,Reserve,"Jun 30, 2021",1-yr,"€ 3,330,000",Roma,Serie A,2020-2021
19,Borja Mayoral,"€ 56,731","€ 2,950,000",CF,23,Reserve,"Jun 30, 2022",2-yrs,"€ 5,900,000",Roma,Serie A,2020-2021
20,Davide Santon,"€ 53,462","€ 2,780,000",RB,30,Starter,"Jun 30, 2022",2-yrs,"€ 5,560,000",Roma,Serie A,2020-2021
21,Carles Pérez,"€ 49,231","€ 2,560,000",RW,22,Reserve,"Jun 30, 2024",4-yrs,"€ 10,240,000",Roma,Serie A,2020-2021
22,Antonio Mirante,"€ 35,577","€ 1,850,000",GK,37,Starter,"Jun 30, 2021",1-yr,"€ 1,850,000",Roma,Serie A,2020-2021
23,Roger Ibañez,"€ 29,615","€ 1,540,000",CB,22,Starter,"Jun 30, 2025",5-yrs,"€ 7,700,000",Roma,Serie A,2020-2021
24,Gonzalo Villar,"€ 29,615","€ 1,540,000",CM,22,Reserve,"Jun 30, 2024",4-yrs,"€ 6,160,000",Roma,Serie A,2020-2021
25,Riccardo Calafiori,"€ 26,731","€ 1,390,000",LB,18,Reserve,"Jun 30, 2025",5-yrs,"€ 6,950,000",Roma,Serie A,2020-2021
26,Daniel Fuzato,"€ 17,885","€ 930,000",GK,23,Reserve,"Jun 30, 2023",3-yrs,"€ 2,790,000",Roma,Serie A,2020-2021
27,Bryan Reynolds,"€ 17,308","€ 900,000",RB,19,Reserve,"Jun 30, 2021",1-yr,"€ 900,000",Roma,Serie A,2020-2021
28,Simone Farelli,€ 769,"€ 40,000",GK,37,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Roma,Serie A,2020-2021
0,Antonio Candreva,"€ 46,346","€ 2,410,000",RM,33,Starter,"Jun 30, 2021",1-yr,"€ 2,410,000",Sampdoria,Serie A,2020-2021
1,Fabio Quagliarella,"€ 42,692","€ 2,220,000",CF,38,Starter,"Jun 30, 2022",2-yrs,"€ 4,440,000",Sampdoria,Serie A,2020-2021
2,Albin Ekdal,"€ 39,231","€ 2,040,000",DM,31,Starter,"Jun 30, 2022",2-yrs,"€ 4,080,000",Sampdoria,Serie A,2020-2021
3,Gastón Ramírez,"€ 39,231","€ 2,040,000",AM,30,Starter,"Jun 30, 2021",1-yr,"€ 2,040,000",Sampdoria,Serie A,2020-2021
4,Lorenzo Tonelli,"€ 35,577","€ 1,850,000",CB,31,Starter,"Jun 30, 2022",2-yrs,"€ 3,700,000",Sampdoria,Serie A,2020-2021
5,Omar Colley,"€ 33,846","€ 1,760,000",CB,28,Reserve,"Jun 30, 2025",5-yrs,"€ 8,800,000",Sampdoria,Serie A,2020-2021
6,Emil Audero,"€ 28,462","€ 1,480,000",GK,24,Starter,"Jun 30, 2026",6-yrs,"€ 8,880,000",Sampdoria,Serie A,2020-2021
7,Ernesto Torregrossa,"€ 28,462","€ 1,480,000",CF,28,Reserve,"Jun 30, 2021",1-yr,"€ 1,480,000",Sampdoria,Serie A,2020-2021
8,Jakub Jankto,"€ 28,462","€ 1,480,000",CM,25,Reserve,"Jun 30, 2023",3-yrs,"€ 4,440,000",Sampdoria,Serie A,2020-2021
9,Manolo Gabbiadini,"€ 27,115","€ 1,410,000",CF,29,Reserve,"Jun 30, 2026",6-yrs,"€ 8,460,000",Sampdoria,Serie A,2020-2021
10,Adrien Silva,"€ 27,115","€ 1,410,000",CM,31,Reserve,"Jun 30, 2022",2-yrs,"€ 2,820,000",Sampdoria,Serie A,2020-2021
11,Valerio Verre,"€ 25,000","€ 1,300,000",CM,27,Reserve,"Jun 30, 2025",5-yrs,"€ 6,500,000",Sampdoria,Serie A,2020-2021
12,Keita Baldé,"€ 24,615","€ 1,280,000",LW,25,Reserve,"Jun 30, 2021",1-yr,"€ 1,280,000",Sampdoria,Serie A,2020-2021
13,Maya Yoshida,"€ 24,615","€ 1,280,000",CB,32,Starter,"Jun 30, 2022",2-yrs,"€ 2,560,000",Sampdoria,Serie A,2020-2021
14,Vasco Regini,"€ 17,885","€ 930,000",LB,30,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Sampdoria,Serie A,2020-2021
15,Bartosz Bereszynski,"€ 15,962","€ 830,000",RB,28,Starter,"Jun 30, 2023",3-yrs,"€ 2,490,000",Sampdoria,Serie A,2020-2021
16,Antonino La Gumina,"€ 14,231","€ 740,000",CF,24,Reserve,"Jun 30, 2024",4-yrs,"€ 2,960,000",Sampdoria,Serie A,2020-2021
17,Alex Ferrari,"€ 14,231","€ 740,000",CB,26,Reserve,"Jun 30, 2025",5-yrs,"€ 3,700,000",Sampdoria,Serie A,2020-2021
18,Morten Thorsby,"€ 12,308","€ 640,000",CM,24,Starter,"Jun 30, 2023",3-yrs,"€ 1,920,000",Sampdoria,Serie A,2020-2021
19,Mehdi Léris,"€ 10,000","€ 520,000",CM,22,Reserve,"Jun 30, 2024",4-yrs,"€ 2,080,000",Sampdoria,Serie A,2020-2021
20,Tommaso Augello,"€ 8,846","€ 460,000",LB,26,Starter,"Jun 30, 2025",5-yrs,"€ 2,300,000",Sampdoria,Serie A,2020-2021
21,Karlo Letica,"€ 5,000","€ 260,000",GK,23,Reserve,"Jun 30, 2021",1-yr,"€ 260,000",Sampdoria,Serie A,2020-2021
22,Kaique Rocha,"€ 5,000","€ 260,000",RB,19,Reserve,"Jun 30, 2024",4-yrs,"€ 1,040,000",Sampdoria,Serie A,2020-2021
23,Nicola Ravaglia,"€ 3,654","€ 190,000",GK,32,Reserve,"Jun 30, 2022",2-yrs,"€ 380,000",Sampdoria,Serie A,2020-2021
24,Mikkel Damsgaard,"€ 2,500","€ 130,000",LW,20,Starter,"Jun 30, 2024",4-yrs,"€ 520,000",Sampdoria,Serie A,2020-2021
25,Kristoffer Askildsen,"€ 2,500","€ 130,000",CM,20,Reserve,"Jun 30, 2024",4-yrs,"€ 520,000",Sampdoria,Serie A,2020-2021
0,Domenico Berardi,"€ 64,038","€ 3,330,000",RW,26,Starter,"Jun 30, 2024",4-yrs,"€ 13,320,000",Sassuolo,Serie A,2020-2021
1,Andrea Consigli,"€ 35,577","€ 1,850,000",GK,34,Starter,"Jun 30, 2022",2-yrs,"€ 3,700,000",Sassuolo,Serie A,2020-2021
2,Grégoire Defrel,"€ 30,192","€ 1,570,000",CF,29,Starter,"Jun 30, 2024",4-yrs,"€ 6,280,000",Sassuolo,Serie A,2020-2021
3,Vlad Chiricheș,"€ 28,462","€ 1,480,000",CB,31,Starter,"Jun 30, 2023",3-yrs,"€ 4,440,000",Sassuolo,Serie A,2020-2021
4,Francesco Caputo,"€ 28,462","€ 1,480,000",CF,33,Starter,"Jun 30, 2023",3-yrs,"€ 4,440,000",Sassuolo,Serie A,2020-2021
5,Manuel Locatelli,"€ 25,000","€ 1,300,000",DM,23,Starter,"Jun 30, 2023",3-yrs,"€ 3,900,000",Sassuolo,Serie A,2020-2021
6,Filip Djuricic,"€ 25,000","€ 1,300,000",AM,29,Starter,"Jun 30, 2022",2-yrs,"€ 2,600,000",Sassuolo,Serie A,2020-2021
7,Francesco Magnanelli,"€ 25,000","€ 1,300,000",DM,36,Reserve,"Jun 30, 2022",2-yrs,"€ 2,600,000",Sassuolo,Serie A,2020-2021
8,Rogério,"€ 25,000","€ 1,300,000",LB,23,Reserve,"Jun 30, 2023",3-yrs,"€ 3,900,000",Sassuolo,Serie A,2020-2021
9,Marlon,"€ 21,346","€ 1,110,000",CB,25,Reserve,"Jun 30, 2023",3-yrs,"€ 3,330,000",Sassuolo,Serie A,2020-2021
10,Gian Marco Ferrari,"€ 21,346","€ 1,110,000",CB,28,Starter,"Jun 30, 2023",3-yrs,"€ 3,330,000",Sassuolo,Serie A,2020-2021
11,Federico Peluso,"€ 21,346","€ 1,110,000",CB,37,Reserve,"Jun 30, 2022",2-yrs,"€ 2,220,000",Sassuolo,Serie A,2020-2021
12,Jérémie Boga,"€ 21,346","€ 1,110,000",LW,24,Reserve,"Jun 30, 2022",2-yrs,"€ 2,220,000",Sassuolo,Serie A,2020-2021
13,Mehdi Bourabia,"€ 21,346","€ 1,110,000",CM,29,Starter,"Jun 30, 2021",1-yr,"€ 1,110,000",Sassuolo,Serie A,2020-2021
14,Pedro Obiang,"€ 20,962","€ 1,090,000",CM,28,Reserve,"Jun 30, 2023",3-yrs,"€ 3,270,000",Sassuolo,Serie A,2020-2021
15,Gianluca Pegolo,"€ 17,885","€ 930,000",GK,39,Reserve,"Jun 30, 2022",2-yrs,"€ 1,860,000",Sassuolo,Serie A,2020-2021
16,Hamed Junior Traorè,"€ 17,885","€ 930,000",AM,20,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Sassuolo,Serie A,2020-2021
17,Jeremy Toljan,"€ 17,308","€ 900,000",RB,26,Starter,"Jun 30, 2021",1-yr,"€ 900,000",Sassuolo,Serie A,2020-2021
18,Kaan Ayhan,"€ 14,808","€ 770,000",CB,26,Reserve,"Jun 30, 2024",4-yrs,"€ 3,080,000",Sassuolo,Serie A,2020-2021
19,Maxime López,"€ 14,808","€ 770,000",CM,23,Reserve,"Jun 30, 2025",5-yrs,"€ 3,850,000",Sassuolo,Serie A,2020-2021
20,Filippo Romagna,"€ 14,231","€ 740,000",CB,23,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Sassuolo,Serie A,2020-2021
21,Lukas Haraslin,"€ 9,808","€ 510,000",LW,24,Reserve,"Jun 30, 2022",2-yrs,"€ 1,020,000",Sassuolo,Serie A,2020-2021
22,Mert Müldür,"€ 9,808","€ 510,000",RB,21,Starter,"Jun 30, 2024",4-yrs,"€ 2,040,000",Sassuolo,Serie A,2020-2021
23,Georgios Kyriakopoulos,"€ 9,808","€ 510,000",LB,24,Reserve,"Jun 30, 2024",4-yrs,"€ 2,040,000",Sassuolo,Serie A,2020-2021
24,Stefano Turati,"€ 5,385","€ 280,000",GK,19,Reserve,"Jun 30, 2025",5-yrs,"€ 1,400,000",Sassuolo,Serie A,2020-2021
25,Nicolás Schiappacasse,"€ 5,000","€ 260,000",LW,22,Reserve,"Jun 30, 2021",1-yr,"€ 260,000",Sassuolo,Serie A,2020-2021
26,Giacomo Raspadori,"€ 3,654","€ 190,000",CF,20,Reserve,"Jun 30, 2024",4-yrs,"€ 760,000",Sassuolo,Serie A,2020-2021
27,Brian Oddei,"€ 3,654","€ 190,000",RW,18,Reserve,"Jun 30, 2024",4-yrs,"€ 760,000",Sassuolo,Serie A,2020-2021
0,Diego Farias,"€ 35,577","€ 1,850,000",LW,30,Reserve,"Jun 30, 2021",1-yr,"€ 1,850,000",Spezia,Serie A,2020-2021
1,Riccardo Saponara,"€ 24,615","€ 1,280,000",AM,29,Reserve,"Jun 30, 2021",1-yr,"€ 1,280,000",Spezia,Serie A,2020-2021
2,Jeroen Zoet,"€ 24,615","€ 1,280,000",GK,30,Reserve,"Jun 30, 2022",2-yrs,"€ 2,560,000",Spezia,Serie A,2020-2021
3,Ardian Ismajli,"€ 14,808","€ 770,000",CB,24,Reserve,"Jun 30, 2023",3-yrs,"€ 2,310,000",Spezia,Serie A,2020-2021
4,Andrey Galabinov,"€ 14,231","€ 740,000",CF,32,Starter,"Jun 30, 2021",1-yr,"€ 740,000",Spezia,Serie A,2020-2021
5,Daniele Verde,"€ 14,231","€ 740,000",RW,24,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Spezia,Serie A,2020-2021
6,Jacopo Sala,"€ 14,231","€ 740,000",RB,29,Reserve,"Jun 30, 2022",2-yrs,"€ 1,480,000",Spezia,Serie A,2020-2021
7,Kevin Agudelo,"€ 14,231","€ 740,000",RW,22,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Spezia,Serie A,2020-2021
8,M'Bala Nzola,"€ 14,231","€ 740,000",CF,24,Starter,"Jun 30, 2023",3-yrs,"€ 2,220,000",Spezia,Serie A,2020-2021
9,Juan Ramos,"€ 12,885","€ 670,000",LB,24,Reserve,"Jun 30, 2022",2-yrs,"€ 1,340,000",Spezia,Serie A,2020-2021
10,Ivan Provedel,"€ 12,885","€ 670,000",GK,26,Starter,"Jun 30, 2022",2-yrs,"€ 1,340,000",Spezia,Serie A,2020-2021
11,Cristian Dell'Orco,"€ 10,769","€ 560,000",LB,26,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
12,Riccardo Marchizza,"€ 10,769","€ 560,000",CB,22,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
13,Federico Mattiello,"€ 10,769","€ 560,000",RB,25,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
14,Elio Capradossi,"€ 10,769","€ 560,000",CB,24,Reserve,"Jun 30, 2023",3-yrs,"€ 1,680,000",Spezia,Serie A,2020-2021
15,Roberto Piccoli,"€ 10,769","€ 560,000",CF,20,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
16,Tommaso Pobega,"€ 10,769","€ 560,000",CM,21,Starter,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
17,Rafael,"€ 10,769","€ 560,000",GK,38,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
18,Claudio Terzi,"€ 8,846","€ 460,000",CB,36,Starter,"Jun 30, 2021",1-yr,"€ 460,000",Spezia,Serie A,2020-2021
19,Lucien Agoume,"€ 8,654","€ 450,000",DM,18,Reserve,"Jun 30, 2021",1-yr,"€ 450,000",Spezia,Serie A,2020-2021
20,Nahuel Estévez,"€ 8,654","€ 450,000",CM,25,Starter,"Jun 30, 2021",1-yr,"€ 450,000",Spezia,Serie A,2020-2021
21,Léo Sena,"€ 8,654","€ 450,000",DM,25,Reserve,"Jun 30, 2021",1-yr,"€ 450,000",Spezia,Serie A,2020-2021
22,Giulio Maggiore,"€ 7,115","€ 370,000",CM,22,Reserve,"Jun 30, 2023",3-yrs,"€ 1,110,000",Spezia,Serie A,2020-2021
23,Matteo Ricci,"€ 7,115","€ 370,000",DM,26,Starter,"Jun 30, 2021",1-yr,"€ 370,000",Spezia,Serie A,2020-2021
24,Salva Ferrer,"€ 6,154","€ 320,000",RB,23,Reserve,"Jun 30, 2023",3-yrs,"€ 960,000",Spezia,Serie A,2020-2021
25,Martin Erlic,"€ 5,385","€ 280,000",CB,23,Reserve,"Jun 30, 2024",4-yrs,"€ 1,120,000",Spezia,Serie A,2020-2021
26,Gennaro Acampora,"€ 5,385","€ 280,000",CM,26,Reserve,"Jun 30, 2021",1-yr,"€ 280,000",Spezia,Serie A,2020-2021
27,Julian Chabot,"€ 5,000","€ 260,000",CB,22,Starter,"Jun 30, 2021",1-yr,"€ 260,000",Spezia,Serie A,2020-2021
28,Luca Vignali,"€ 3,846","€ 200,000",RB,25,Starter,"Jun 30, 2023",3-yrs,"€ 600,000",Spezia,Serie A,2020-2021
29,Emmanuel Gyasi,"€ 3,654","€ 190,000",LW,27,Starter,"Jun 30, 2023",3-yrs,"€ 570,000",Spezia,Serie A,2020-2021
30,Simone Bastoni,"€ 3,654","€ 190,000",LB,24,Starter,"Jun 30, 2022",2-yrs,"€ 380,000",Spezia,Serie A,2020-2021
31,Titas Krapikas,€ 769,"€ 40,000",GK,22,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Spezia,Serie A,2020-2021
0,Andrea Belotti,"€ 71,154","€ 3,700,000",CF,27,Starter,"Jun 30, 2022",2-yrs,"€ 7,400,000",Torino,Serie A,2020-2021
1,Salvatore Sirigu,"€ 71,154","€ 3,700,000",GK,34,Starter,"Jun 30, 2022",2-yrs,"€ 7,400,000",Torino,Serie A,2020-2021
2,Simone Zaza,"€ 60,577","€ 3,150,000",CF,29,Starter,"Jun 30, 2023",3-yrs,"€ 9,450,000",Torino,Serie A,2020-2021
3,Armando Izzo,"€ 60,577","€ 3,150,000",CB,28,Reserve,"Jun 30, 2024",4-yrs,"€ 12,600,000",Torino,Serie A,2020-2021
4,Simone Verdi,"€ 60,577","€ 3,150,000",AM,28,Starter,"Jun 30, 2023",3-yrs,"€ 9,450,000",Torino,Serie A,2020-2021
5,Ricardo Rodríguez,"€ 53,462","€ 2,780,000",LB,28,Reserve,"Jun 30, 2024",4-yrs,"€ 11,120,000",Torino,Serie A,2020-2021
6,Antonio Sanabria,"€ 53,462","€ 2,780,000",CF,24,Reserve,"Jun 30, 2025",5-yrs,"€ 13,900,000",Torino,Serie A,2020-2021
7,Nicolas N'Koulou,"€ 53,462","€ 2,780,000",CB,30,Starter,"Jun 30, 2021",1-yr,"€ 2,780,000",Torino,Serie A,2020-2021
8,Tomás Rincón,"€ 49,808","€ 2,590,000",DM,33,Starter,"Jun 30, 2022",2-yrs,"€ 5,180,000",Torino,Serie A,2020-2021
9,Daniele Baselli,"€ 49,808","€ 2,590,000",CM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 5,180,000",Torino,Serie A,2020-2021
10,Karol Linetty,"€ 49,808","€ 2,590,000",CM,26,Starter,"Jun 30, 2024",4-yrs,"€ 10,360,000",Torino,Serie A,2020-2021
11,Cristian Ansaldi,"€ 35,577","€ 1,850,000",LB,34,Starter,"Jun 30, 2022",2-yrs,"€ 3,700,000",Torino,Serie A,2020-2021
12,Federico Bonazzoli,"€ 35,577","€ 1,850,000",CF,23,Reserve,"Jun 30, 2021",1-yr,"€ 1,850,000",Torino,Serie A,2020-2021
13,Sasa Lukic,"€ 25,000","€ 1,300,000",CM,24,Reserve,"Jun 30, 2023",3-yrs,"€ 3,900,000",Torino,Serie A,2020-2021
14,Nicola Murru,"€ 25,000","€ 1,300,000",LB,26,Reserve,"Jun 30, 2021",1-yr,"€ 1,300,000",Torino,Serie A,2020-2021
15,Lyanco,"€ 21,346","€ 1,110,000",CB,24,Reserve,"Jun 30, 2024",4-yrs,"€ 4,440,000",Torino,Serie A,2020-2021
16,Rolando Mandragora,"€ 21,346","€ 1,110,000",DM,23,Starter,"Jun 30, 2022",2-yrs,"€ 2,220,000",Torino,Serie A,2020-2021
17,Bremer,"€ 17,885","€ 930,000",CB,23,Starter,"Jun 30, 2023",3-yrs,"€ 2,790,000",Torino,Serie A,2020-2021
